batch_id,factory_name,factory_city,industry_type,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,recommended_product,predicted_market_demand,recommended_buyer,buyer_city,estimated_payback_months,treatment_dependency,ai_segmentation_category,esg_impact_score,upload_date
RWAI-102387,Dasgupta PLC,Tiruppur,Chemical Processing,Industrial Wastewater,Polymer,8696.36,Heavy Metals,6.62,71.44,292.97,533.48,152.81,1354.69,323.15,50.44,33.43,47.74,45.9,90.96,15.67,2338622.62,6.87,77.45,17.4,40.07,62.19,Industrial Absorbent Pads,Very High,Asian Paints Eco Division,Ahmedabad,13.0,Low,Needs Advanced Treatment,47.02,2024-11-22
RWAI-102388,Bora Group,Indore,Textile Manufacturing,Leather Processing Waste,Textile,3081.69,Color Pigments,7.79,1191.37,370.38,1531.06,398.31,2378.98,149.56,9.91,28.83,29.32,22.66,71.62,73.1,917793.26,4.28,53.53,43.32,79.62,235.49,Eco Packaging Sheets,Emerging,Mahindra Sustainable Solutions,Ahmedabad,24.8,Low,Low Recovery Potential,35.93,2025-02-22
RWAI-102389,Shankar LLC,Mumbai,Textile Manufacturing,Textile Dye Waste,Chemical,267.16,Microplastics,8.3,1023.32,79.71,6289.17,45.83,3828.65,160.04,43.76,43.39,69.16,71.6,30.81,47.02,127171.14,3.78,68.79,57.17,40.62,153.17,Recycled Fiber Boards,Emerging,Greenply Industries,Ludhiana,9.9,Medium,Needs Advanced Treatment,38.35,2023-07-05
RWAI-102390,"Luthra, Guha and Walia",Jaipur,Synthetic Fiber Plant,Leather Processing Waste,Leather,247.06,Oil Residue,6.39,902.33,584.15,7332.57,324.87,4834.26,93.58,39.04,54.11,48.16,45.98,55.09,25.93,1426476.08,4.02,52.28,62.54,41.01,97.86,Eco Furniture Boards,High,Reliance Circular Ventures,Coimbatore,22.8,Low,Low Recovery Potential,47.59,2026-01-14
RWAI-102391,Loyal-Vasa,Ludhiana,Industrial Dyeing,Synthetic Yarn Waste,Textile,2206.56,Lead,6.58,507.84,561.41,4084.41,265.35,2871.61,233.29,42.54,56.39,68.65,75.91,28.67,73.32,2097876.81,1.78,65.72,41.68,73.22,159.91,Eco Packaging Sheets,High,Godrej Interio Eco,Coimbatore,31.3,Low,Moderately Recoverable,41.78,2024-12-30
RWAI-102392,Mahal-Vaidya,Indore,Garment Processing,Chemical Effluent,Mixed,5552.34,Oil Residue,7.22,820.32,324.99,4086.25,238.18,2116.95,64.16,56.07,54.57,73.77,64.91,51.06,63.21,414075.19,8.26,92.44,88.0,78.92,493.98,Recycled Fiber Boards,High,RenewBuild India,Panipat,5.0,High,Moderately Recoverable,38.09,2025-01-07
RWAI-102393,Contractor-Batta,Ludhiana,Industrial Dyeing,Mixed Textile Waste,Organic,4380.2,Color Pigments,7.13,1145.16,578.85,5437.24,264.14,4306.38,259.3,14.51,59.0,81.39,61.41,95.65,38.38,2034327.88,6.28,65.51,59.41,27.92,460.5,Biodegradable Packaging,Very High,Adani Circular Infra,Ludhiana,26.8,Low,Highly Recoverable,96.16,2023-12-11
RWAI-102394,Bath-Varma,Ludhiana,Garment Processing,Chemical Effluent,Organic,1852.81,Chromium,8.2,728.05,15.26,2781.5,388.12,2591.45,333.58,39.87,33.88,78.28,78.56,42.7,68.14,274664.4,5.1,89.98,57.94,49.48,289.04,Automotive Soundproof Panels,Medium,RenewBuild India,Indore,25.3,High,Needs Advanced Treatment,81.07,2024-12-20
RWAI-102395,"Ramakrishnan, Gupta and Saini",Tiruppur,Synthetic Fiber Plant,Industrial Wastewater,Organic,1617.83,Organic Contaminants,7.99,913.28,293.44,4506.5,160.13,1753.51,379.12,26.58,45.34,45.45,44.21,65.36,11.02,1787360.84,9.7,84.23,39.65,70.82,305.86,Sustainable Ceiling Panels,Medium,Asian Paints Eco Division,Kanpur,28.5,Low,Highly Recoverable,82.16,2026-01-20
RWAI-102396,"Hegde, Bhatti and Jayaraman",Kanpur,Synthetic Fiber Plant,Industrial Wastewater,Mixed,6469.53,Sulfide,8.48,731.55,296.08,780.79,25.29,5442.01,53.98,52.87,57.33,75.91,85.36,93.55,24.18,39100.57,9.84,95.1,15.74,25.33,179.79,Industrial Absorbent Pads,Medium,Mahindra Sustainable Solutions,Indore,4.3,Low,Needs Advanced Treatment,78.87,2023-09-19
RWAI-102397,"Bhat, Bhandari and Tella",Panipat,Fabric Export Unit,Fabric Scraps,Textile,2649.71,Heavy Metals,4.97,606.11,387.3,3873.94,292.88,4901.28,345.54,21.07,35.02,42.79,39.51,89.73,12.57,942617.46,6.13,56.47,40.05,80.2,292.96,Sustainable Ceiling Panels,Emerging,UltraTech EcoBuild,Jaipur,21.6,Low,Moderately Recoverable,33.43,2025-11-11
RWAI-102398,Dhillon LLC,Bhiwandi,Leather Processing,Fabric Scraps,Chemical,5575.53,Oil Residue,5.49,1180.17,315.61,476.62,63.28,242.72,17.3,4.32,20.37,88.74,101.51,71.73,37.12,406020.96,2.28,68.01,16.78,98.11,269.74,Eco Furniture Boards,High,Adani Circular Infra,Bhiwandi,16.0,Low,Needs Advanced Treatment,54.95,2024-12-02
RWAI-102399,"Acharya, Tara and Doctor",Ahmedabad,Textile Manufacturing,Synthetic Yarn Waste,Textile,5553.29,Oil Residue,5.07,1072.42,315.39,5773.91,94.78,4594.41,204.47,53.22,32.7,52.07,56.4,33.08,41.06,199685.83,9.2,44.05,82.72,35.93,402.0,Circular Fashion Fibers,High,EcoPack India,Indore,28.1,Medium,Highly Recoverable,53.57,2025-04-20
RWAI-102400,Sharma-Agrawal,Tiruppur,Fabric Export Unit,Textile Dye Waste,Polymer,6385.36,Microplastics,6.66,120.08,429.31,3357.26,47.33,2589.22,131.02,31.99,20.97,94.37,90.86,22.52,69.63,1387006.46,7.63,51.35,26.34,89.81,79.17,Circular Fashion Fibers,Emerging,Asian Paints Eco Division,Ludhiana,22.0,Medium,Low Recovery Potential,66.09,2024-12-21
RWAI-102401,Rana-Dua,Ahmedabad,Leather Processing,Industrial Wastewater,Polymer,2822.52,Microplastics,6.21,1130.2,417.45,5724.76,458.48,4642.04,63.27,9.12,33.35,35.24,32.92,44.28,9.88,1953239.29,9.11,61.72,36.01,33.05,41.62,Acoustic Insulation Panels,High,Birla Eco Materials,Jaipur,14.7,Low,Highly Recoverable,92.05,2025-01-15
RWAI-102402,Brar Inc,Indore,Fabric Export Unit,Plastic Laminate Waste,Mixed,537.06,Chromium,6.13,365.99,138.36,4758.46,225.38,5880.26,20.55,15.22,43.31,44.38,36.27,41.89,40.65,639935.87,2.69,68.33,39.72,78.6,211.3,Industrial Pigments,High,Godrej Interio Eco,Mumbai,19.5,High,Needs Advanced Treatment,95.3,2025-11-02
RWAI-102403,Bawa Inc,Indore,Leather Processing,Plastic Laminate Waste,Mixed,1395.81,Chromium,4.98,285.49,370.01,4921.56,48.1,4960.03,91.48,28.6,37.49,70.49,71.0,39.4,40.51,1802209.5,3.76,94.35,65.36,39.21,320.6,Automotive Soundproof Panels,Very High,Reliance Circular Ventures,Surat,28.2,High,Highly Recoverable,91.41,2024-10-29
RWAI-102404,Bala-Bala,Tiruppur,Textile Manufacturing,Textile Dye Waste,Organic,6147.59,Low Contamination,8.95,724.15,384.9,2426.94,44.08,5422.58,308.57,55.77,48.95,45.56,42.58,71.25,38.68,2142626.85,4.97,78.26,27.68,29.61,350.28,Green Roofing Sheets,Medium,Reliance Circular Ventures,Bhiwandi,17.4,Low,Highly Recoverable,37.82,2026-03-15
RWAI-102405,"Bhatti, Goda and Kothari",Tiruppur,Garment Processing,Industrial Wastewater,Organic,1892.8,Oil Residue,6.46,1180.13,294.2,1584.49,141.36,632.79,268.78,29.26,39.1,50.55,44.02,63.89,52.74,1949400.19,3.7,93.12,62.26,38.6,179.8,Recycled Fiber Boards,Very High,Adani Circular Infra,Noida,27.6,Low,Highly Recoverable,38.61,2025-11-16
RWAI-102406,Dewan-Dutt,Jaipur,Textile Manufacturing,Synthetic Yarn Waste,Textile,2603.79,Lead,9.18,339.58,53.53,5478.83,147.18,4438.27,237.19,34.76,59.95,70.7,58.82,36.28,53.26,432822.95,6.27,51.78,36.52,24.71,201.54,Thermal Insulation Mats,Emerging,Adani Circular Infra,Jaipur,16.6,Low,Needs Advanced Treatment,64.86,2025-06-05
RWAI-102407,Viswanathan-Grover,Mumbai,Chemical Processing,Printing Dye Residue,Mixed,5917.34,Low Contamination,8.2,1195.21,74.86,2515.75,267.03,1142.52,325.39,66.36,28.2,76.77,82.31,48.37,30.44,2137561.78,1.01,59.65,47.2,92.26,140.51,Eco Paver Blocks,High,JSW Green Materials,Mumbai,13.9,Medium,Low Recovery Potential,32.69,2023-07-14
RWAI-102408,Choudhary-Borde,Tiruppur,Industrial Dyeing,Denim Processing Sludge,Leather,5462.35,Color Pigments,7.83,512.12,554.45,5490.57,144.87,3612.51,390.73,48.82,52.6,49.22,40.27,24.97,36.08,1002268.92,7.09,93.87,51.57,82.02,267.23,Eco Packaging Sheets,Emerging,Godrej Interio Eco,Noida,6.4,High,Low Recovery Potential,78.03,2026-02-05
RWAI-102409,"Bandi, Lad and Mane",Ludhiana,Synthetic Fiber Plant,Fabric Scraps,Organic,187.42,Low Contamination,6.2,859.31,477.65,1997.64,53.8,2669.89,198.72,26.62,25.29,36.96,39.74,61.58,54.38,816204.02,6.76,84.66,65.47,45.79,297.59,Eco Concrete Additives,Very High,Adani Circular Infra,Ahmedabad,16.9,High,Moderately Recoverable,88.4,2024-07-23
RWAI-102410,Sangha-Seshadri,Ahmedabad,Industrial Dyeing,Plastic Laminate Waste,Chemical,8961.06,Chromium,7.21,387.77,150.23,6427.52,432.81,5469.98,449.88,20.47,55.5,81.59,76.97,26.05,15.25,931318.86,5.98,61.69,10.09,22.83,357.43,Sustainable Wall Tiles,High,Asian Paints Eco Division,Surat,7.5,High,Needs Advanced Treatment,78.4,2025-05-04
RWAI-102411,Chawla Ltd,Surat,Synthetic Fiber Plant,Denim Processing Sludge,Textile,7622.68,Heavy Metals,8.7,917.06,356.92,4287.76,104.72,1436.23,80.13,24.78,24.51,38.19,43.79,69.44,69.98,2025739.48,1.08,83.12,72.42,34.19,148.12,Eco Packaging Sheets,Medium,Asian Paints Eco Division,Indore,24.0,Medium,Highly Recoverable,64.06,2026-01-21
RWAI-102412,Dey-Chada,Kanpur,Leather Processing,Industrial Wastewater,Textile,739.78,Low Contamination,7.82,522.43,510.71,4026.25,263.83,4879.83,296.23,15.09,54.94,75.28,70.28,72.53,72.66,2000069.8,3.52,83.82,34.72,24.0,76.19,Circular Fashion Fibers,Very High,Godrej Interio Eco,Tiruppur,8.5,Low,Highly Recoverable,95.17,2025-11-21
RWAI-102413,Mani PLC,Coimbatore,Chemical Processing,Chemical Effluent,Textile,3708.66,Sulfide,4.84,830.01,326.46,7197.42,165.76,217.75,283.96,47.85,26.21,96.48,96.54,57.35,48.52,1997211.16,9.46,49.86,76.07,28.3,327.1,Compressed Construction Blocks,High,Birla Eco Materials,Jaipur,35.7,Low,Moderately Recoverable,64.36,2025-04-01
RWAI-102414,Soni-Agate,Panipat,Industrial Dyeing,Industrial Wastewater,Textile,6363.47,Chromium,5.83,502.18,40.89,4604.99,321.51,2045.26,353.37,60.29,20.44,39.63,31.73,81.92,40.24,335151.19,9.34,73.26,37.49,47.47,311.35,Circular Fashion Fibers,High,EcoPack India,Tiruppur,11.1,Low,Highly Recoverable,69.69,2024-03-06
RWAI-102415,Som and Sons,Tiruppur,Industrial Dyeing,Mixed Textile Waste,Leather,2126.19,High TDS,6.18,1070.39,348.01,4530.4,370.62,2482.68,142.64,53.56,41.78,25.21,26.06,41.51,15.02,2074823.26,3.02,47.96,39.27,86.93,304.44,Sustainable Ceiling Panels,Emerging,Asian Paints Eco Division,Mumbai,8.6,High,Needs Advanced Treatment,38.45,2025-04-14
RWAI-102416,Dubey and Sons,Panipat,Industrial Dyeing,Printing Dye Residue,Chemical,6637.41,Microplastics,7.98,452.35,578.52,1523.51,407.8,3213.88,367.62,13.61,37.51,80.19,68.14,49.75,69.21,719316.37,7.7,40.79,26.5,55.73,302.45,Eco Packaging Sheets,Very High,EcoPack India,Surat,6.6,Medium,Low Recovery Potential,94.97,2025-08-05
RWAI-102417,Karpe-Bumb,Panipat,Leather Processing,Fabric Scraps,Chemical,2639.87,High TDS,6.65,1172.65,236.1,2528.29,443.42,2437.64,328.47,3.03,24.4,66.41,56.95,74.08,50.18,1020397.62,3.28,77.99,20.94,76.38,173.05,Biodegradable Packaging,Medium,Godrej Interio Eco,Coimbatore,21.4,Low,Moderately Recoverable,82.85,2025-12-27
RWAI-102418,"Hegde, Savant and Kadakia",Ahmedabad,Fabric Export Unit,Plastic Laminate Waste,Organic,2043.07,Low Contamination,7.96,288.03,414.27,5295.33,225.46,4510.1,320.88,28.94,21.72,40.88,40.49,30.82,13.5,1009867.69,2.41,93.81,20.13,29.25,74.03,Low-Cost Modular Panels,Emerging,Greenply Industries,Coimbatore,29.1,Low,Moderately Recoverable,70.8,2023-11-29
RWAI-102419,Jaggi-Madan,Noida,Industrial Dyeing,Mixed Textile Waste,Polymer,7490.27,Lead,9.01,453.38,445.89,335.82,277.64,2759.26,213.46,20.99,55.5,47.72,44.04,50.85,18.11,1736182.94,1.88,70.57,54.43,70.77,123.22,Low-Cost Modular Panels,Very High,RenewBuild India,Indore,30.9,Low,Moderately Recoverable,87.63,2025-12-07
RWAI-102420,Savant Inc,Ludhiana,Chemical Processing,Leather Processing Waste,Mixed,3647.71,Organic Contaminants,8.67,921.98,118.7,1417.98,216.49,2703.23,350.8,67.79,55.62,41.51,37.08,94.42,8.8,2094588.41,6.97,94.95,33.14,70.69,109.13,Low-Cost Modular Panels,Medium,Asian Paints Eco Division,Jaipur,19.6,Medium,Highly Recoverable,41.45,2023-07-29
RWAI-102421,Gill-Ramesh,Bhiwandi,Chemical Processing,Mixed Textile Waste,Polymer,7415.91,Sulfide,4.71,528.04,231.18,7694.58,410.97,5370.15,285.47,56.63,37.81,25.99,22.88,34.69,61.6,1540248.39,8.19,63.02,26.95,66.3,415.65,Thermal Insulation Mats,Medium,Mahindra Sustainable Solutions,Ludhiana,34.8,High,Highly Recoverable,94.68,2025-04-09
RWAI-102422,Loke-Chahal,Jaipur,Textile Manufacturing,Mixed Textile Waste,Textile,1075.84,Low Contamination,5.71,91.28,203.59,2388.03,455.57,4050.62,396.25,37.86,20.67,43.69,39.04,26.68,20.42,1174755.34,1.88,82.31,74.73,32.74,165.79,Sustainable Ceiling Panels,High,RenewBuild India,Panipat,35.6,Low,Moderately Recoverable,46.72,2023-05-24
RWAI-102423,Kala-Rana,Surat,Garment Processing,Chemical Effluent,Mixed,1933.95,Low Contamination,9.18,860.5,320.24,3312.42,397.4,3739.73,29.91,50.13,44.43,37.34,35.15,20.08,22.59,406354.27,1.32,75.58,19.28,75.72,445.95,Recycled Plastic Lumber,Medium,RenewBuild India,Noida,10.7,Low,Low Recovery Potential,90.65,2025-07-20
RWAI-102424,"Dutt, Rattan and Gola",Coimbatore,Industrial Dyeing,Mixed Textile Waste,Organic,5205.0,Heavy Metals,8.77,665.75,556.67,869.84,389.76,2319.02,375.67,17.88,39.48,52.06,40.85,91.55,30.63,878037.01,4.21,75.35,61.35,96.21,111.82,Sustainable Ceiling Panels,High,Birla Eco Materials,Mumbai,7.5,High,Moderately Recoverable,84.81,2024-09-11
RWAI-102425,Garde Inc,Kanpur,Leather Processing,Denim Processing Sludge,Mixed,5422.14,Low Contamination,7.5,443.05,541.44,291.41,221.74,1867.58,97.51,19.58,36.74,72.47,57.79,65.48,39.56,1439034.52,4.52,53.46,64.0,63.18,220.59,Sustainable Wall Tiles,Emerging,Adani Circular Infra,Ludhiana,21.0,Low,Highly Recoverable,87.1,2024-01-29
RWAI-102426,Kale-Dasgupta,Coimbatore,Synthetic Fiber Plant,Fabric Scraps,Organic,4566.57,Organic Contaminants,7.59,105.8,465.61,5572.92,398.0,5397.76,46.87,29.15,54.9,44.9,44.39,40.77,59.79,1864941.19,3.26,61.75,33.48,45.55,337.2,Thermal Insulation Mats,Medium,Reliance Circular Ventures,Bhiwandi,18.2,Medium,Moderately Recoverable,97.77,2025-06-05
RWAI-102427,"Bhatnagar, Grover and Dada",Surat,Garment Processing,Fabric Scraps,Leather,6546.28,Color Pigments,7.14,601.75,64.61,1351.99,83.92,478.61,420.11,31.05,47.09,59.51,46.72,43.27,27.32,1377543.11,8.57,43.03,13.65,65.91,461.41,Textile Composite Panels,High,JSW Green Materials,Ahmedabad,35.6,High,Needs Advanced Treatment,43.1,2025-12-17
RWAI-102428,"Aggarwal, Bala and Ahuja",Noida,Industrial Dyeing,Fabric Scraps,Chemical,2860.16,Oil Residue,8.52,208.89,500.65,1016.48,337.52,4954.2,158.14,8.08,22.07,35.05,33.83,88.19,23.53,170236.25,1.53,46.98,89.86,32.39,391.33,Low-Cost Modular Panels,Emerging,Reliance Circular Ventures,Panipat,33.3,High,Moderately Recoverable,95.21,2025-07-30
RWAI-102429,Ray-Sabharwal,Ludhiana,Textile Manufacturing,Cotton Fiber Waste,Polymer,2485.83,Organic Contaminants,8.37,467.65,369.71,595.55,314.92,2800.41,183.65,30.64,25.8,53.62,41.18,83.88,57.3,494779.37,8.08,73.88,53.73,20.55,346.0,Acoustic Insulation Panels,Medium,UltraTech EcoBuild,Tiruppur,11.5,Low,Needs Advanced Treatment,90.37,2024-09-05
RWAI-102430,Luthra-Chakraborty,Bhiwandi,Industrial Dyeing,Polyester Sludge,Leather,601.22,Heavy Metals,8.19,595.41,31.18,2703.28,389.11,3959.74,190.53,14.98,41.85,95.28,87.54,76.27,69.39,376484.83,6.63,63.14,21.21,49.72,416.82,Textile Composite Panels,Medium,RenewBuild India,Kanpur,17.2,High,Highly Recoverable,87.06,2025-05-19
RWAI-102431,"Bhardwaj, Bal and Balan",Surat,Industrial Dyeing,Mixed Textile Waste,Chemical,1850.16,Color Pigments,8.9,392.59,45.34,1995.33,338.81,2023.82,463.74,12.29,34.31,39.59,42.47,61.8,55.07,1519647.41,3.62,94.85,89.94,65.63,495.13,Eco Bricks,High,Reliance Circular Ventures,Bhiwandi,22.5,Low,Highly Recoverable,81.79,2025-09-06
RWAI-102432,Barad-Ganesan,Mumbai,Textile Manufacturing,Synthetic Yarn Waste,Chemical,7896.57,Oil Residue,9.04,700.06,309.42,4203.03,172.27,1852.3,12.23,30.76,41.19,35.46,38.64,52.97,55.58,1863062.4,9.38,49.06,42.36,54.01,216.94,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,Jaipur,6.3,Medium,Highly Recoverable,33.98,2024-04-20
RWAI-102433,Bhagat Group,Coimbatore,Garment Processing,Textile Dye Waste,Chemical,8135.72,Microplastics,8.88,673.4,171.39,2858.23,132.83,981.52,100.01,26.24,54.69,81.91,74.53,38.88,51.5,731194.55,9.07,58.27,36.82,41.39,18.5,Sustainable Ceiling Panels,Very High,Tata Sustainable Materials,Noida,9.5,Low,Low Recovery Potential,40.46,2023-06-19
RWAI-102434,Choudhary Group,Indore,Industrial Dyeing,Synthetic Yarn Waste,Leather,3222.28,Lead,5.6,1151.58,240.38,1224.25,490.61,4302.11,46.84,6.77,36.37,68.01,75.96,59.37,24.13,311890.21,2.7,46.89,53.46,45.24,102.79,Eco Concrete Additives,Very High,Mahindra Sustainable Solutions,Noida,12.1,Low,Low Recovery Potential,64.48,2023-11-16
RWAI-102435,Rao-Grewal,Coimbatore,Leather Processing,Denim Processing Sludge,Organic,6623.46,High TDS,6.11,217.51,301.98,6962.57,338.89,1870.72,361.37,26.32,45.14,96.01,89.83,76.45,68.48,956651.65,6.45,70.63,44.21,24.94,339.37,Green Roofing Sheets,Emerging,Adani Circular Infra,Indore,9.0,Medium,Moderately Recoverable,35.32,2024-12-06
RWAI-102436,Sridhar-Chahal,Bhiwandi,Chemical Processing,Fabric Scraps,Textile,5694.45,Microplastics,8.54,700.2,298.99,3332.38,148.89,4640.18,32.77,65.5,51.32,53.12,59.91,95.27,67.97,612484.19,9.18,76.9,23.57,96.42,113.8,Automotive Soundproof Panels,Emerging,JSW Green Materials,Coimbatore,30.3,Low,Moderately Recoverable,66.52,2023-12-21
RWAI-102437,Kapoor Inc,Indore,Industrial Dyeing,Cotton Fiber Waste,Textile,1636.7,Oil Residue,8.83,583.91,243.21,4945.78,61.29,4724.2,441.69,45.54,20.02,45.05,34.23,83.05,74.58,782819.7,4.69,66.42,21.64,26.62,31.79,Acoustic Insulation Panels,Very High,Adani Circular Infra,Jaipur,25.5,Medium,Low Recovery Potential,35.98,2025-07-29
RWAI-102438,Bains Ltd,Bhiwandi,Fabric Export Unit,Leather Processing Waste,Leather,1877.76,Oil Residue,6.93,242.89,571.67,3179.01,487.4,5332.7,123.09,22.85,59.96,91.85,102.81,91.41,45.79,2000785.62,5.82,79.13,77.13,93.47,460.06,Industrial Absorbent Pads,High,JSW Green Materials,Ludhiana,10.4,Medium,Highly Recoverable,64.05,2025-01-12
RWAI-102439,Sen-Chad,Panipat,Chemical Processing,Mixed Textile Waste,Leather,5494.66,High TDS,7.99,1012.83,446.65,3098.22,313.38,2699.41,490.74,69.74,36.38,37.74,37.41,44.56,40.22,1289686.64,5.27,84.49,39.8,82.87,231.75,Sustainable Wall Tiles,Medium,UltraTech EcoBuild,Indore,10.6,Medium,Highly Recoverable,97.62,2025-06-15
RWAI-102440,Rastogi-Bora,Indore,Industrial Dyeing,Leather Processing Waste,Polymer,2235.28,Color Pigments,6.44,1159.68,200.82,3683.83,452.71,5269.21,196.21,36.74,49.13,83.13,69.03,60.48,35.63,2379571.14,5.62,96.9,87.81,74.95,287.8,Low-Cost Modular Panels,Very High,Asian Paints Eco Division,Indore,24.8,High,Low Recovery Potential,91.93,2024-03-22
RWAI-102441,Dey LLC,Noida,Garment Processing,Plastic Laminate Waste,Organic,5593.05,Chromium,7.36,397.04,506.73,4652.36,306.23,2829.22,160.25,30.93,44.94,86.17,70.98,43.87,55.2,1991422.47,6.7,48.18,77.53,87.46,64.27,Eco Paver Blocks,High,Asian Paints Eco Division,Bhiwandi,22.1,Low,Needs Advanced Treatment,51.04,2026-01-12
RWAI-102442,Malhotra-Dubey,Indore,Textile Manufacturing,Polyester Sludge,Organic,9777.75,Oil Residue,7.17,376.96,438.17,4339.77,348.86,3104.32,461.15,11.49,59.47,69.62,60.03,25.6,35.61,2093658.91,4.64,55.56,69.43,65.17,401.15,Industrial Absorbent Pads,Medium,UltraTech EcoBuild,Coimbatore,20.6,High,Low Recovery Potential,68.74,2024-01-27
RWAI-102443,Sagar LLC,Surat,Synthetic Fiber Plant,Textile Dye Waste,Chemical,1325.99,Chromium,7.22,566.23,161.82,3459.48,101.98,4843.08,349.39,26.54,37.9,32.6,31.23,88.66,17.55,1084241.35,5.03,73.27,31.01,71.11,225.78,Circular Fashion Fibers,Emerging,UltraTech EcoBuild,Mumbai,28.0,High,Needs Advanced Treatment,63.96,2024-01-19
RWAI-102444,Kannan PLC,Ahmedabad,Synthetic Fiber Plant,Cotton Fiber Waste,Leather,7609.09,Low Contamination,4.52,438.78,496.49,2542.44,138.5,3634.61,273.68,17.44,20.74,64.6,49.02,43.36,14.37,633783.5,8.39,63.36,12.91,41.85,441.61,Eco Packaging Sheets,Emerging,RenewBuild India,Indore,15.5,High,Highly Recoverable,64.59,2023-11-18
RWAI-102445,Ben-Shetty,Surat,Textile Manufacturing,Polyester Sludge,Leather,4168.6,Chromium,5.84,581.3,507.55,2786.83,222.07,1649.31,341.27,26.37,26.5,95.84,73.28,50.36,12.05,2070239.53,8.8,94.74,58.26,79.26,11.41,Recycled Plastic Lumber,Medium,EcoPack India,Indore,23.3,High,Needs Advanced Treatment,78.5,2025-08-07
RWAI-102446,Luthra-Varughese,Tiruppur,Garment Processing,Chemical Effluent,Organic,6709.64,Sulfide,7.35,799.2,308.3,2426.07,404.83,215.01,440.0,13.07,25.76,54.25,51.38,34.99,22.79,1174592.84,3.04,88.61,27.41,43.11,2.71,Eco Paver Blocks,Emerging,Asian Paints Eco Division,Ahmedabad,11.1,Medium,Highly Recoverable,59.51,2024-01-04
RWAI-102447,"Khosla, Sinha and Kibe",Ludhiana,Fabric Export Unit,Industrial Wastewater,Mixed,2583.5,Organic Contaminants,7.82,137.4,254.19,7742.56,133.14,3824.71,30.8,10.18,20.6,76.59,64.4,26.84,36.74,1414693.57,9.33,47.82,12.72,71.53,301.49,Industrial Absorbent Pads,Emerging,Adani Circular Infra,Mumbai,18.0,High,Highly Recoverable,48.46,2024-12-29
RWAI-102448,"Dugal, Apte and Ben",Jaipur,Leather Processing,Chemical Effluent,Leather,6026.55,High TDS,5.22,344.79,254.85,3231.84,65.1,5300.77,412.83,38.86,48.73,59.39,66.0,71.13,37.99,885077.44,5.94,95.12,38.35,90.06,460.93,Recycled Plastic Lumber,Very High,EcoPack India,Jaipur,10.9,High,Needs Advanced Treatment,41.43,2024-07-28
RWAI-102449,"Dutt, Bumb and Koshy",Panipat,Textile Manufacturing,Cotton Fiber Waste,Chemical,4791.46,Sulfide,4.59,378.13,221.71,4024.64,452.97,5217.47,348.3,58.17,36.81,56.33,47.1,58.42,57.6,265151.28,6.77,90.56,54.57,20.11,282.49,Automotive Soundproof Panels,High,EcoPack India,Coimbatore,13.7,High,Highly Recoverable,75.8,2026-02-05
RWAI-102450,Dhar-Doctor,Ludhiana,Garment Processing,Industrial Wastewater,Textile,9933.54,Chromium,8.89,439.49,177.04,4223.7,110.81,3285.92,129.59,14.24,20.89,27.03,25.52,69.51,11.11,2091032.88,7.78,97.74,15.7,39.54,354.45,Textile Composite Panels,High,UltraTech EcoBuild,Indore,16.0,Low,Low Recovery Potential,78.0,2023-11-03
RWAI-102451,Bansal Group,Ahmedabad,Industrial Dyeing,Synthetic Yarn Waste,Chemical,9739.82,Color Pigments,5.26,599.19,101.79,5501.75,360.91,5834.36,246.9,64.28,42.07,32.44,25.18,31.29,37.04,354702.1,5.39,68.12,30.12,92.6,467.35,Green Roofing Sheets,Emerging,JSW Green Materials,Bhiwandi,7.2,Low,Needs Advanced Treatment,49.09,2025-01-20
RWAI-102452,"Dave, Tiwari and Saraf",Indore,Leather Processing,Denim Processing Sludge,Chemical,1886.37,Microplastics,8.44,1113.54,275.32,493.37,272.17,399.64,434.93,27.36,51.27,50.74,39.4,26.3,66.93,1076765.0,1.78,59.88,69.3,88.91,428.68,Acoustic Insulation Panels,Emerging,Birla Eco Materials,Indore,5.7,High,Highly Recoverable,94.68,2024-03-10
RWAI-102453,"Chada, Karan and Bumb",Panipat,Synthetic Fiber Plant,Leather Processing Waste,Textile,9136.73,Lead,6.09,969.77,462.71,6856.63,19.51,2082.11,111.71,55.65,39.29,54.43,62.11,45.15,55.1,1604633.25,9.14,40.96,86.91,43.66,283.69,Sustainable Ceiling Panels,Emerging,Godrej Interio Eco,Ahmedabad,35.6,High,Moderately Recoverable,56.5,2023-10-21
RWAI-102454,Shere-Ram,Jaipur,Garment Processing,Mixed Textile Waste,Textile,2721.94,Lead,8.07,919.46,312.81,551.92,280.02,4925.27,134.02,62.92,38.19,43.25,43.98,72.7,11.66,1375795.62,9.73,82.55,77.55,98.21,43.4,Textile Composite Panels,Emerging,JSW Green Materials,Indore,32.8,High,Needs Advanced Treatment,79.39,2025-11-09
