batch_id,factory_name,city,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,recommended_product,recommended_buyer,upload_date
RW-10500,Wells and Sons,Tiruppur,Chemical Effluent,Mixed,1973.78,Lead,7.89,860.49,71.6,3814.89,215.53,903.59,149.76,58.59,44.04,35.61,36.37,91.81,53.28,74217.51,Insulation Boards,SustainFab Industries,2025-08-19
RW-10501,Case-Fitzpatrick,Jaipur,Polyester Fiber Scrap,Chemical,4240.4,Heavy Metals,7.44,610.72,15.28,1300.5,203.05,2452.93,52.57,11.22,34.67,79.33,71.34,40.0,7.95,296144.73,Recycled Fiber Sheets,CircularTex Pvt Ltd,2025-03-29
RW-10502,Lopez and Sons,Surat,Industrial Wastewater,Textile,1666.71,High TDS,6.74,111.8,98.36,1183.25,176.14,1974.65,59.51,56.32,43.69,44.78,44.5,68.71,21.51,303266.72,Industrial Pigments,SustainFab Industries,2024-08-24
RW-10503,"Johnson, Anderson and Reid",Tiruppur,Sludge,Polymer,2275.68,Color Pigments,8.76,735.17,108.77,3138.38,15.33,2780.68,23.5,28.83,25.15,38.57,33.15,67.03,28.2,431628.58,Recycled Fiber Sheets,CircularTex Pvt Ltd,2024-06-29
RW-10504,"Adams, Garza and Harper",Ludhiana,Mixed Textile Waste,Polymer,4876.47,Low Contamination,7.69,755.89,187.76,4123.87,47.73,1628.14,35.79,46.51,28.6,26.36,25.98,94.43,58.66,170460.99,Eco Packaging,GreenBuild Industries,2025-11-09
RW-10505,Turner-Robinson,Ahmedabad,Industrial Wastewater,Mixed,2165.05,Lead,8.03,500.66,64.5,1188.19,65.76,214.03,139.5,47.86,27.85,30.74,33.58,50.83,33.08,265307.55,Industrial Pigments,GreenBuild Industries,2026-01-21
RW-10506,Morse-Gordon,Jaipur,Textile Dye Waste,Polymer,860.11,Heavy Metals,7.06,590.71,276.17,1823.58,98.85,3251.15,194.61,8.85,35.86,79.23,59.79,92.76,11.06,285386.33,Acoustic Panels,GreenBuild Industries,2025-01-09
RW-10507,"Carter, Thornton and Gamble",Ludhiana,Dye Residue,Mixed,2483.55,Color Pigments,7.87,617.08,349.15,3751.72,201.86,1601.06,117.4,41.97,33.68,78.33,64.73,55.67,21.58,478275.45,Eco Packaging,SustainFab Industries,2024-09-25
RW-10508,Miller LLC,Jaipur,Synthetic Fiber Residue,Textile,4662.8,Microplastics,4.66,311.23,388.67,1808.0,218.32,430.13,124.35,46.69,50.65,89.4,68.66,53.34,5.13,155182.04,Eco Packaging,CircularTex Pvt Ltd,2025-12-19
RW-10509,Bush-King,Tiruppur,Chemical Effluent,Textile,3397.65,Lead,6.31,820.59,318.06,1058.67,292.52,2077.58,173.4,55.92,48.25,95.4,91.69,54.24,58.51,343489.07,Insulation Boards,SustainFab Industries,2025-08-09
RW-10510,Hayes Inc,Tiruppur,Cotton Wastewater,Chemical,2365.15,Organic Contaminants,5.82,520.78,222.29,4889.19,9.04,1555.94,69.14,17.03,26.81,87.27,68.68,84.64,44.11,200532.89,Eco Bricks,CircularTex Pvt Ltd,2024-08-13
RW-10511,Hamilton and Sons,Ludhiana,Polyester Fiber Scrap,Polymer,1819.6,Heavy Metals,5.9,533.68,92.04,2468.81,126.56,3478.68,168.52,40.51,28.7,39.04,40.23,66.55,16.87,323778.97,Recycled Fiber Sheets,GreenBuild Industries,2024-08-29
RW-10512,Harrington-Robinson,Tiruppur,Sludge,Textile,2459.55,Color Pigments,8.48,315.89,84.34,1637.83,259.71,1364.78,63.79,46.36,21.99,53.86,42.21,29.19,48.18,398525.88,Industrial Pigments,EcoPack Solutions,2025-12-08
RW-10513,Perry LLC,Kanpur,Dye Residue,Mixed,4410.97,Color Pigments,5.19,429.49,281.26,2519.54,48.18,1778.78,96.67,48.62,23.74,83.85,81.28,27.45,33.44,63972.57,Insulation Boards,UrbanEco Materials,2026-01-31
RW-10514,Dougherty-Boyd,Jaipur,Synthetic Fiber Residue,Organic,4608.62,Chromium,5.71,503.02,308.81,2783.44,93.53,1827.45,45.91,55.38,53.08,37.76,41.08,38.74,25.66,327884.86,Eco Packaging,GreenBuild Industries,2025-07-23
RW-10515,Castro LLC,Surat,Polyester Fiber Scrap,Textile,3351.8,Sulfide,5.89,596.54,291.12,264.28,275.03,712.41,121.61,48.17,33.76,30.74,32.13,50.56,58.79,102306.35,Eco Bricks,CircularTex Pvt Ltd,2025-10-23
RW-10516,Hawkins-Nichols,Ahmedabad,Textile Dye Waste,Textile,2988.69,Color Pigments,4.7,817.5,99.15,2189.69,254.17,3832.67,30.55,5.81,35.15,34.96,27.11,81.77,24.13,55171.27,Eco Packaging,GreenBuild Industries,2025-08-20
RW-10517,Jackson-Byrd,Mumbai,Chemical Effluent,Mixed,2219.25,High TDS,7.46,685.6,327.99,3398.04,59.66,221.74,158.29,41.55,41.99,46.7,35.64,50.35,53.32,96577.76,Industrial Pigments,UrbanEco Materials,2026-03-29
RW-10518,Kelly-Harmon,Mumbai,Industrial Wastewater,Mixed,3776.97,Chromium,8.72,569.73,335.21,4842.78,93.12,1236.5,81.1,15.58,30.1,25.77,26.9,53.17,8.04,39433.1,Eco Bricks,EcoPack Solutions,2025-11-16
RW-10519,Butler LLC,Surat,Dye Residue,Mixed,2469.31,Chromium,8.06,263.98,312.71,833.19,9.86,3140.48,168.67,52.64,51.38,60.0,57.93,91.39,45.43,82111.04,Acoustic Panels,UrbanEco Materials,2025-03-31
RW-10520,Williams Inc,Coimbatore,Polyester Fiber Scrap,Organic,4364.28,High TDS,8.81,431.25,384.94,880.32,79.59,257.91,177.02,15.43,36.78,70.81,62.85,86.87,6.54,135642.4,Acoustic Panels,UrbanEco Materials,2025-02-10
RW-10521,"Hutchinson, Collins and Weaver",Kanpur,Fabric Scraps,Organic,3066.16,Chromium,7.66,218.06,285.54,1711.89,23.75,1597.95,135.48,49.91,35.87,36.72,32.44,76.63,57.75,399543.57,Insulation Boards,RenewLoop Manufacturing,2024-07-23
RW-10522,"Vargas, Edwards and Sexton",Kanpur,Mixed Textile Waste,Chemical,859.71,Sulfide,4.68,770.54,343.2,2825.66,276.86,2010.41,32.32,7.32,26.01,92.02,88.64,58.87,32.76,210915.68,Acoustic Panels,RenewLoop Manufacturing,2025-10-08
RW-10523,Floyd Ltd,Tiruppur,Polyester Fiber Scrap,Textile,986.46,Lead,8.48,52.58,177.95,4990.88,184.06,1633.02,108.64,13.92,25.99,34.13,28.92,75.43,35.07,251761.52,Industrial Pigments,CircularTex Pvt Ltd,2025-07-11
RW-10524,Clark Ltd,Coimbatore,Dye Residue,Mixed,659.28,Sulfide,4.56,793.9,266.73,4068.35,208.29,2553.8,10.82,5.38,21.46,20.51,22.07,59.92,24.55,425626.07,Acoustic Panels,RenewLoop Manufacturing,2024-12-05
RW-10525,Ware and Sons,Mumbai,Industrial Wastewater,Organic,271.76,Sulfide,7.47,762.31,345.63,1408.07,275.37,1374.53,63.49,57.45,29.46,93.14,90.32,82.08,32.58,210900.68,Eco Bricks,SustainFab Industries,2024-10-06
RW-10526,Dawson-Fleming,Kanpur,Cotton Wastewater,Chemical,3235.09,Oil Residue,5.76,97.48,215.96,3807.14,101.5,1565.04,153.62,56.93,36.53,63.59,54.63,27.01,27.5,332598.69,Acoustic Panels,EcoPack Solutions,2025-11-05
RW-10527,Barber-Clark,Jaipur,Chemical Effluent,Chemical,3833.22,Sulfide,8.65,357.42,127.93,541.83,15.17,1910.51,162.0,11.33,32.53,30.8,30.31,77.91,22.03,459739.16,Insulation Boards,SustainFab Industries,2025-11-23
RW-10528,"Barber, Walsh and Camacho",Jaipur,Sludge,Textile,2515.6,Heavy Metals,5.56,384.69,240.43,958.59,170.62,524.75,72.55,4.41,27.29,37.06,27.95,33.27,59.82,399630.53,Eco Bricks,SustainFab Industries,2025-06-18
RW-10529,Stanton PLC,Kanpur,Mixed Textile Waste,Chemical,3839.99,Color Pigments,8.63,623.46,299.34,3135.35,86.46,777.04,13.56,8.64,41.29,87.1,81.91,78.41,36.7,338518.83,Acoustic Panels,GreenBuild Industries,2025-06-02
RW-10530,Walls-Cook,Ahmedabad,Chemical Effluent,Organic,3463.6,Color Pigments,7.66,89.05,133.67,740.66,105.37,1932.96,174.19,28.3,45.81,21.29,22.9,87.73,51.77,485151.26,Industrial Pigments,CircularTex Pvt Ltd,2024-11-08
RW-10531,"Stevens, Price and Norman",Tiruppur,Cotton Wastewater,Organic,1350.72,Sulfide,8.7,160.47,195.49,2662.58,293.3,1173.27,134.43,55.21,26.45,53.11,51.43,81.07,16.27,439202.5,Acoustic Panels,GreenBuild Industries,2025-04-22
RW-10532,"Watts, Flores and Rollins",Coimbatore,Synthetic Fiber Residue,Organic,152.25,High TDS,4.88,438.69,280.67,4607.81,255.17,1701.8,152.03,1.22,40.35,59.39,57.04,79.82,10.35,359688.74,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-03-29
RW-10533,Washington and Sons,Tiruppur,Dye Residue,Mixed,2464.38,Low Contamination,8.15,640.25,343.89,3317.91,19.77,959.42,61.56,11.76,24.62,56.75,58.64,41.9,9.76,98502.3,Eco Packaging,EcoPack Solutions,2024-07-19
RW-10534,Harris-Holder,Ahmedabad,Cotton Wastewater,Mixed,4514.07,Organic Contaminants,5.23,686.35,159.05,2882.54,157.5,3922.82,70.59,56.34,46.5,91.17,66.57,89.71,45.96,215861.83,Eco Packaging,RenewLoop Manufacturing,2026-03-21
RW-10535,Anderson-Townsend,Ludhiana,Synthetic Fiber Residue,Organic,520.73,Oil Residue,5.14,662.59,391.86,3677.03,138.45,2932.28,189.2,53.4,33.29,21.04,22.02,39.3,30.14,227439.72,Eco Packaging,SustainFab Industries,2024-12-05
RW-10536,"Mendez, Garcia and Clark",Tiruppur,Sludge,Chemical,2058.84,Chromium,7.27,490.25,340.45,4452.78,145.73,1224.8,21.2,11.7,23.99,22.06,24.01,38.91,14.33,364535.41,Acoustic Panels,CircularTex Pvt Ltd,2026-04-05
RW-10537,"Miller, Jones and Fields",Jaipur,Fabric Scraps,Organic,521.02,Organic Contaminants,6.78,631.6,123.9,2023.03,172.54,2482.9,131.92,48.5,44.01,74.86,58.52,71.37,30.11,460076.01,Recycled Fiber Sheets,UrbanEco Materials,2025-08-19
RW-10538,"Harris, Carpenter and Kidd",Ludhiana,Synthetic Fiber Residue,Organic,3088.34,Lead,5.28,163.12,75.45,502.9,119.93,3603.61,108.64,38.98,41.32,53.05,52.56,70.95,13.0,153846.18,Insulation Boards,SustainFab Industries,2025-08-12
RW-10539,Sanchez-Peters,Mumbai,Dye Residue,Textile,2392.17,High TDS,6.69,235.97,352.71,1728.88,59.67,2361.08,20.16,5.52,26.81,38.54,35.08,79.91,57.11,38125.43,Acoustic Panels,RenewLoop Manufacturing,2025-07-16
RW-10540,Kelly-Hamilton,Ahmedabad,Industrial Wastewater,Textile,3996.79,High TDS,5.13,818.1,229.88,1377.96,257.91,2241.49,161.26,15.56,25.02,47.93,47.69,49.12,33.13,417866.97,Recycled Fiber Sheets,EcoPack Solutions,2025-11-07
RW-10541,Bradshaw-Martinez,Surat,Industrial Wastewater,Organic,770.21,Oil Residue,7.88,384.38,362.46,993.4,105.48,1974.0,197.26,59.04,51.17,85.27,62.28,89.91,31.43,221979.72,Eco Bricks,UrbanEco Materials,2026-04-26
RW-10542,"Lucero, White and Warren",Kanpur,Chemical Effluent,Polymer,1465.87,Oil Residue,4.71,555.05,363.88,4930.5,42.02,3727.71,80.24,12.05,26.0,82.05,84.57,21.37,29.16,269481.97,Industrial Pigments,RenewLoop Manufacturing,2026-03-16
RW-10543,"Peters, Horn and Rhodes",Surat,Textile Dye Waste,Textile,1655.34,Organic Contaminants,4.67,376.96,272.0,3369.11,268.18,3412.86,171.12,6.39,53.26,97.57,99.55,28.74,21.72,365710.07,Eco Bricks,EcoPack Solutions,2024-06-30
RW-10544,Pearson and Sons,Ludhiana,Synthetic Fiber Residue,Polymer,3794.17,High TDS,7.48,259.54,144.7,643.44,47.8,3088.82,81.09,29.01,40.07,97.72,76.15,31.67,54.53,180321.46,Acoustic Panels,RenewLoop Manufacturing,2025-07-06
RW-10545,"Davis, Wong and Abbott",Jaipur,Industrial Wastewater,Mixed,3021.21,Lead,4.66,152.26,58.78,3859.27,256.85,1850.81,69.05,17.5,24.04,63.59,54.7,83.43,23.78,103031.34,Eco Bricks,SustainFab Industries,2025-12-23
RW-10546,"Frost, Harris and Reese",Jaipur,Cotton Wastewater,Chemical,4756.9,Low Contamination,7.38,402.71,141.03,2494.6,114.75,2751.37,71.26,10.96,24.64,23.8,20.06,63.21,32.96,328302.38,Recycled Fiber Sheets,CircularTex Pvt Ltd,2025-12-12
RW-10547,Miller PLC,Jaipur,Cotton Wastewater,Polymer,3978.04,Low Contamination,4.73,689.27,352.1,4852.2,133.16,1053.74,161.69,46.73,28.11,30.17,29.57,77.31,32.52,221989.29,Acoustic Panels,CircularTex Pvt Ltd,2025-09-26
RW-10548,"Stevenson, Wiley and Johnson",Tiruppur,Synthetic Fiber Residue,Mixed,2717.71,Color Pigments,8.86,278.98,312.4,483.56,162.0,3544.67,135.83,22.45,45.86,85.0,83.08,66.86,32.63,464699.08,Eco Bricks,RenewLoop Manufacturing,2024-12-19
RW-10549,"Brown, Anderson and Mullins",Ludhiana,Chemical Effluent,Chemical,3793.98,Heavy Metals,8.26,668.17,275.24,2617.2,255.92,1441.12,65.78,43.85,43.18,62.85,51.87,24.23,48.82,298486.9,Insulation Boards,RenewLoop Manufacturing,2026-02-13
RW-10550,"Hall, Sullivan and Hill",Ludhiana,Textile Dye Waste,Textile,3698.61,Oil Residue,8.55,859.91,327.42,955.99,265.86,666.4,189.18,49.44,47.71,91.14,95.1,27.2,19.21,156488.4,Industrial Pigments,EcoPack Solutions,2024-09-23
RW-10551,Lewis-Miller,Kanpur,Synthetic Fiber Residue,Chemical,2974.1,Microplastics,8.26,534.22,24.96,3265.4,187.68,118.88,168.93,5.28,34.62,30.5,21.79,90.02,27.04,77229.44,Insulation Boards,GreenBuild Industries,2025-05-07
RW-10552,"Young, Torres and Hess",Surat,Fabric Scraps,Organic,1759.22,Organic Contaminants,5.57,572.22,240.25,3242.2,174.48,2799.95,158.57,42.79,24.15,47.75,41.18,54.55,18.09,230627.91,Eco Bricks,EcoPack Solutions,2025-07-22
RW-10553,Gill-Phillips,Kanpur,Sludge,Organic,2188.3,Organic Contaminants,6.32,143.43,28.67,1219.99,234.93,2539.55,67.63,43.64,34.7,30.16,24.81,24.38,30.92,88102.84,Eco Packaging,CircularTex Pvt Ltd,2024-09-05
RW-10554,Hunt Ltd,Kanpur,Industrial Wastewater,Mixed,2090.22,Low Contamination,6.04,297.17,82.06,4774.74,91.49,1477.67,54.33,26.94,23.3,92.68,84.88,86.0,24.03,301285.98,Eco Bricks,CircularTex Pvt Ltd,2026-01-12
RW-10555,Liu PLC,Jaipur,Mixed Textile Waste,Mixed,2099.93,Organic Contaminants,4.74,207.98,23.84,2145.0,248.38,1453.83,189.8,14.65,20.42,24.35,17.41,89.85,19.6,116376.22,Recycled Fiber Sheets,CircularTex Pvt Ltd,2026-01-08
RW-10556,Norman-Hogan,Ahmedabad,Textile Dye Waste,Organic,3953.19,Sulfide,7.07,613.43,371.39,349.02,284.61,3142.48,192.79,52.62,23.62,81.38,82.23,29.94,15.79,178186.05,Industrial Pigments,CircularTex Pvt Ltd,2025-08-24
RW-10557,"Bentley, Reed and Merritt",Ahmedabad,Chemical Effluent,Chemical,1588.84,Low Contamination,5.13,339.78,91.7,1413.95,64.25,2480.73,99.95,43.88,44.74,70.78,62.17,24.03,44.47,196089.34,Insulation Boards,GreenBuild Industries,2025-10-25
RW-10558,"Miller, Pruitt and Wiggins",Tiruppur,Dye Residue,Mixed,4101.1,High TDS,6.03,697.46,173.71,4189.65,234.17,2704.34,187.59,32.21,31.16,39.41,32.49,72.09,38.02,333837.43,Eco Packaging,CircularTex Pvt Ltd,2025-11-17
RW-10559,Ross PLC,Ludhiana,Industrial Wastewater,Mixed,3222.21,Chromium,8.04,868.5,183.19,900.66,235.45,2388.96,139.93,31.58,43.72,36.68,33.46,36.97,21.83,469435.4,Insulation Boards,GreenBuild Industries,2025-12-13
RW-10560,Camacho LLC,Mumbai,Polyester Fiber Scrap,Mixed,3911.53,Low Contamination,7.38,280.58,106.19,3856.97,279.54,2814.65,65.84,24.28,27.19,60.57,64.25,23.71,34.27,179849.48,Insulation Boards,GreenBuild Industries,2025-08-03
RW-10561,"Duffy, Olsen and Franklin",Kanpur,Mixed Textile Waste,Mixed,1042.77,Sulfide,4.52,752.46,51.11,2642.46,136.73,199.89,48.15,14.35,48.17,71.58,52.1,28.91,45.7,146812.79,Insulation Boards,GreenBuild Industries,2025-04-18
RW-10562,Long LLC,Coimbatore,Sludge,Organic,1215.42,Organic Contaminants,6.0,323.09,191.26,3993.09,196.08,3457.6,22.21,33.97,44.54,52.33,55.08,59.63,11.86,28385.19,Eco Bricks,EcoPack Solutions,2025-08-10
RW-10563,"Rogers, Rojas and Christensen",Tiruppur,Sludge,Textile,3465.15,Oil Residue,8.77,150.01,345.28,4258.01,51.31,3516.79,199.42,52.24,42.6,70.27,75.18,25.4,41.27,447098.15,Acoustic Panels,UrbanEco Materials,2025-12-09
RW-10564,Morales Ltd,Jaipur,Textile Dye Waste,Textile,2923.32,Lead,7.11,72.37,331.32,2431.77,70.35,1341.77,107.22,15.64,27.84,57.36,48.12,35.78,31.43,224714.76,Recycled Fiber Sheets,RenewLoop Manufacturing,2024-08-12
RW-10565,"Gilbert, Hart and Sutton",Ludhiana,Industrial Wastewater,Organic,467.19,Heavy Metals,7.66,477.19,102.04,4578.0,16.03,1958.68,180.31,50.79,50.64,89.05,77.84,82.94,50.86,56997.34,Eco Packaging,EcoPack Solutions,2024-07-10
RW-10566,Ball-Wood,Coimbatore,Polyester Fiber Scrap,Mixed,886.02,Chromium,6.4,719.44,118.86,4169.98,168.09,1876.11,97.32,44.44,38.25,29.0,26.02,86.26,31.62,358915.99,Recycled Fiber Sheets,CircularTex Pvt Ltd,2026-04-07
RW-10567,Haynes-Anderson,Mumbai,Sludge,Mixed,1955.21,Sulfide,5.84,182.04,199.29,1775.06,22.44,1763.79,140.31,27.92,35.34,52.48,39.59,58.66,19.3,73617.68,Industrial Pigments,SustainFab Industries,2024-07-14
RW-10568,"Haley, Wilkins and Phillips",Ludhiana,Dye Residue,Polymer,3724.82,Lead,6.87,894.76,127.05,383.26,120.54,145.81,166.11,43.85,22.32,83.66,84.43,90.7,13.31,227114.48,Industrial Pigments,RenewLoop Manufacturing,2025-04-26
RW-10569,Jenkins-Fisher,Ahmedabad,Synthetic Fiber Residue,Mixed,1108.59,Low Contamination,5.7,604.36,186.69,4066.26,37.17,3913.09,103.64,11.29,32.86,97.12,84.9,58.34,28.3,481264.65,Recycled Fiber Sheets,EcoPack Solutions,2025-02-22
RW-10570,Powell LLC,Jaipur,Industrial Wastewater,Mixed,2219.24,Low Contamination,5.91,476.76,45.92,4865.67,248.6,1511.97,113.65,39.92,47.05,61.96,58.01,46.04,49.95,61450.07,Insulation Boards,EcoPack Solutions,2024-11-21
RW-10571,Miller-Hansen,Mumbai,Dye Residue,Chemical,1522.38,Sulfide,4.85,548.93,73.26,413.81,156.82,2845.83,54.97,41.22,40.02,24.38,25.69,28.1,7.02,106615.3,Eco Bricks,CircularTex Pvt Ltd,2024-07-25
RW-10572,"Stephens, Young and Greene",Jaipur,Chemical Effluent,Organic,3478.38,Microplastics,4.83,722.82,193.55,1268.96,274.66,709.47,159.07,6.09,54.87,62.3,66.31,44.94,9.31,495138.93,Insulation Boards,UrbanEco Materials,2025-12-15
RW-10573,Bowman-Good,Ludhiana,Synthetic Fiber Residue,Polymer,3865.19,Color Pigments,7.58,667.26,306.61,3183.82,190.11,1707.23,111.54,51.31,44.05,72.14,65.04,53.37,30.42,169559.48,Industrial Pigments,UrbanEco Materials,2026-01-30
RW-10574,"White, Crosby and Rivera",Tiruppur,Mixed Textile Waste,Organic,621.09,Heavy Metals,6.45,285.09,241.7,3365.14,37.49,148.74,83.35,11.69,32.24,22.89,21.95,87.8,35.84,480099.27,Insulation Boards,RenewLoop Manufacturing,2025-02-17
RW-10575,Davis-Miller,Tiruppur,Mixed Textile Waste,Mixed,4162.66,Microplastics,8.57,616.64,117.62,3997.83,170.31,998.48,74.14,37.5,39.15,65.03,53.7,33.26,39.88,18984.21,Eco Bricks,SustainFab Industries,2024-08-03
RW-10576,Rowland Group,Mumbai,Industrial Wastewater,Chemical,377.82,Chromium,6.52,765.55,195.44,1291.03,18.51,2317.06,41.47,47.24,42.55,35.34,37.04,24.99,25.34,228606.51,Recycled Fiber Sheets,SustainFab Industries,2024-07-01
RW-10577,"Watson, Tucker and Price",Tiruppur,Sludge,Mixed,4659.71,Organic Contaminants,6.45,831.45,107.78,2164.03,204.87,1999.95,142.98,29.22,36.7,85.38,89.26,60.73,22.03,330623.97,Eco Packaging,CircularTex Pvt Ltd,2025-12-17
RW-10578,Woods-Benson,Jaipur,Chemical Effluent,Mixed,2869.16,Heavy Metals,8.38,757.41,346.34,2618.6,48.53,2042.18,159.32,29.95,52.03,77.52,79.57,32.09,22.78,28360.97,Eco Bricks,SustainFab Industries,2026-03-09
RW-10579,"Rogers, Hernandez and Merritt",Kanpur,Dye Residue,Chemical,3136.12,Sulfide,7.37,180.84,170.34,1021.88,7.74,940.98,153.34,11.99,27.49,42.67,42.97,68.15,21.47,191236.65,Acoustic Panels,RenewLoop Manufacturing,2024-11-11
RW-10580,Alvarez LLC,Ludhiana,Chemical Effluent,Mixed,379.08,Microplastics,6.4,289.65,89.69,3572.92,10.32,2237.75,171.66,52.05,28.35,25.24,25.86,56.13,18.72,426643.8,Recycled Fiber Sheets,GreenBuild Industries,2024-08-28
RW-10581,Jimenez Ltd,Mumbai,Synthetic Fiber Residue,Mixed,620.55,Microplastics,5.11,159.36,131.03,3720.44,232.19,393.41,34.26,33.57,46.72,56.84,62.26,40.56,41.93,324095.74,Recycled Fiber Sheets,SustainFab Industries,2025-04-05
RW-10582,Fields-Preston,Mumbai,Textile Dye Waste,Organic,602.62,Organic Contaminants,8.48,376.61,144.29,1596.24,129.1,3036.32,115.2,13.58,52.11,52.52,54.55,21.55,11.24,213009.91,Eco Packaging,GreenBuild Industries,2025-08-03
RW-10583,Wang PLC,Jaipur,Dye Residue,Textile,1962.59,Heavy Metals,4.89,535.03,155.89,1421.36,15.06,1628.54,189.19,39.99,27.82,28.39,24.54,55.43,19.33,271811.75,Insulation Boards,CircularTex Pvt Ltd,2025-06-28
RW-10584,"Garcia, Lopez and Davidson",Kanpur,Cotton Wastewater,Organic,278.89,Sulfide,5.29,616.46,226.43,1658.53,30.34,3420.14,83.41,12.83,54.01,43.59,31.02,52.31,38.48,139629.7,Eco Bricks,UrbanEco Materials,2025-04-28
RW-10585,Williamson-Cunningham,Surat,Polyester Fiber Scrap,Organic,3154.31,High TDS,8.09,413.69,128.01,2680.23,125.52,2667.64,151.97,37.36,27.24,92.34,75.4,20.77,30.7,258067.19,Eco Packaging,GreenBuild Industries,2025-02-11
RW-10586,Peterson-Tapia,Jaipur,Textile Dye Waste,Organic,4502.88,Sulfide,5.29,57.39,148.45,805.98,239.77,3221.17,145.19,36.81,27.47,95.91,75.22,27.74,36.33,308893.97,Industrial Pigments,UrbanEco Materials,2024-05-11
RW-10587,Daniels Ltd,Kanpur,Polyester Fiber Scrap,Textile,480.09,Microplastics,8.52,467.14,319.64,2252.4,213.34,3928.56,197.21,28.84,37.01,49.63,37.48,42.65,13.87,327643.75,Insulation Boards,GreenBuild Industries,2025-12-05
RW-10588,"Coleman, Dennis and Murphy",Kanpur,Chemical Effluent,Polymer,850.75,Lead,4.8,523.02,247.22,3910.68,73.64,1596.6,38.76,29.16,49.52,59.86,43.66,72.23,33.18,262236.77,Eco Packaging,SustainFab Industries,2024-08-09
RW-10589,"Duarte, Garcia and Cook",Surat,Mixed Textile Waste,Organic,3432.37,Oil Residue,6.98,414.29,241.69,3989.0,83.69,3594.26,49.87,5.58,30.45,53.81,48.14,66.04,6.95,480463.32,Industrial Pigments,EcoPack Solutions,2025-10-20
RW-10590,"Baker, Johnson and Casey",Ludhiana,Mixed Textile Waste,Polymer,441.93,Color Pigments,6.91,898.27,368.95,1100.89,195.84,507.62,143.7,2.54,48.23,92.56,70.99,22.14,28.08,326087.4,Industrial Pigments,EcoPack Solutions,2024-07-28
RW-10591,"Morgan, Leach and Brown",Surat,Polyester Fiber Scrap,Polymer,3486.09,Low Contamination,6.14,491.52,316.0,407.99,88.4,3165.22,18.8,32.91,29.21,58.68,42.61,59.54,15.8,453684.66,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-07-23
RW-10592,Dominguez PLC,Surat,Mixed Textile Waste,Organic,4393.92,High TDS,8.93,526.18,94.67,4933.34,41.14,2933.18,9.11,44.82,42.54,84.93,89.66,80.69,55.46,238274.04,Insulation Boards,UrbanEco Materials,2026-04-24
RW-10593,Alvarez-Bender,Ahmedabad,Cotton Wastewater,Polymer,1880.23,Oil Residue,7.83,765.12,261.82,4222.32,221.04,1668.18,8.27,22.64,23.62,55.59,52.62,40.89,37.98,368572.18,Insulation Boards,GreenBuild Industries,2026-04-28
RW-10594,Green and Sons,Coimbatore,Sludge,Textile,3386.55,Lead,5.57,573.54,20.3,459.31,77.74,2423.05,80.1,38.03,46.58,70.41,71.8,72.98,23.39,378447.12,Eco Packaging,GreenBuild Industries,2024-07-07
RW-10595,Hill and Sons,Tiruppur,Synthetic Fiber Residue,Mixed,2353.25,Chromium,7.98,364.34,276.03,454.57,227.67,1010.46,24.45,57.89,23.67,51.35,50.09,94.33,9.82,328585.43,Eco Packaging,UrbanEco Materials,2025-11-18
RW-10596,Perez-Holt,Jaipur,Cotton Wastewater,Mixed,1071.79,Sulfide,7.67,264.23,360.28,1936.32,234.09,3015.84,111.52,24.6,53.11,90.12,70.8,59.27,21.47,89080.44,Industrial Pigments,RenewLoop Manufacturing,2024-05-19
RW-10597,Chaney and Sons,Ludhiana,Dye Residue,Organic,1914.59,Oil Residue,5.34,661.31,325.43,4469.5,129.84,3306.22,199.54,2.24,27.02,24.53,25.96,87.36,47.71,148154.35,Eco Packaging,RenewLoop Manufacturing,2024-08-01
RW-10598,"Greene, Hamilton and Simmons",Tiruppur,Cotton Wastewater,Mixed,626.38,Low Contamination,8.89,830.42,390.74,4000.98,44.05,2928.92,59.58,7.12,42.1,30.41,23.31,55.92,42.83,95930.3,Insulation Boards,SustainFab Industries,2026-01-10
RW-10599,"Hernandez, Wood and Smith",Ahmedabad,Synthetic Fiber Residue,Chemical,4238.56,Chromium,5.54,446.54,128.36,3330.6,84.19,1926.81,15.64,7.7,28.48,60.88,48.65,50.79,22.82,19577.43,Insulation Boards,CircularTex Pvt Ltd,2024-06-30
RW-10600,Wells Inc,Surat,Polyester Fiber Scrap,Mixed,4122.1,Chromium,6.31,787.37,296.76,3606.26,284.01,115.69,36.39,5.59,30.7,48.09,39.57,51.1,50.45,52809.16,Eco Packaging,RenewLoop Manufacturing,2025-07-29
RW-10601,Watson Group,Kanpur,Mixed Textile Waste,Mixed,1822.04,Sulfide,8.71,698.93,19.14,379.25,156.94,1037.14,68.43,42.27,49.52,42.28,36.41,51.41,43.08,481323.28,Industrial Pigments,UrbanEco Materials,2025-08-15
