batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-202-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,7541.18,8.56,144.08,111.88,3022.77,564.69,5785.41,55.3,31.33,46.94,Low Contamination,94.93,82.84,29.78,10.74,6.23,83.34,27.27,34.68,154.78,66.3,12.69,1225246.69,Eco Packaging Sheets,High,EcoPack India,Low,Moderately Recoverable,58.95,26.1,2025-07-21
SEC-203-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,8444.88,7.77,514.34,415.82,2177.11,564.2,5453.17,209.66,36.15,53.64,Low Contamination,74.79,66.2,58.24,23.04,1.19,60.95,77.75,74.42,227.95,74.07,37.88,583528.57,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,High,Low Recovery Potential,44.88,25.7,2025-07-22
SEC-203-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,11675.2,6.12,515.63,561.45,7004.5,594.4,1858.83,570.54,51.94,36.65,Low Contamination,73.17,79.14,90.25,54.44,8.95,95.81,33.62,81.59,375.57,17.38,62.7,876366.45,Acoustic Insulation Panels,Medium,UltraTech EcoBuild,Medium,Highly Recoverable,75.2,25.7,2025-07-22
SEC-203-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,1697.41,7.42,553.95,680.62,4915.04,581.47,1474.83,579.9,12.4,38.6,Color Pigments,89.21,74.72,71.9,46.16,6.81,93.76,36.41,69.76,116.67,53.97,62.88,1484788.73,Acoustic Insulation Panels,High,Reliance Circular Ventures,Medium,Highly Recoverable,84.33,13.1,2025-07-22
SEC-203-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,5062.83,7.09,1207.1,108.78,3925.58,404.51,1961.92,120.41,30.93,34.33,Chromium,83.87,89.93,57.1,52.2,5.93,70.11,69.74,82.95,231.16,44.18,46.21,2790601.33,Eco Bricks,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,86.59,5.8,2025-07-22
SEC-203-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,3804.31,6.26,1055.41,176.95,8799.11,343.39,3779.01,353.57,20.14,34.72,Color Pigments,90.34,80.43,82.65,15.41,6.33,68.11,59.69,59.86,144.36,60.76,48.29,1686483.32,Eco Bricks,Very High,EcoPack India,High,Low Recovery Potential,91.08,29.7,2025-07-22
SEC-204-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,2063.31,8.08,1238.03,401.19,8559.09,598.69,2644.49,178.18,31.58,55.3,Chromium,52.07,52.39,88.91,29.08,7.0,91.13,36.36,62.07,301.26,46.79,42.68,2573862.32,Industrial Pigments,Emerging,Reliance Circular Ventures,High,Highly Recoverable,74.41,24.0,2025-07-23
SEC-204-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,4022.58,7.28,127.46,540.27,7275.19,468.41,6428.15,311.64,41.11,53.28,Heavy Metals,53.32,52.59,35.28,32.6,5.01,93.53,33.64,94.19,314.14,23.57,27.86,771784.04,Industrial Pigments,High,Reliance Circular Ventures,Low,Low Recovery Potential,57.96,10.4,2025-07-23
SEC-205-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,9494.14,7.58,237.92,271.18,7137.58,88.21,7879.37,87.37,55.79,40.78,Chromium,83.15,83.73,58.09,42.28,8.11,64.85,47.44,44.17,371.99,40.15,11.81,687452.51,Acoustic Insulation Panels,Very High,UltraTech EcoBuild,Medium,Moderately Recoverable,83.25,25.3,2025-07-24
SEC-205-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,5048.08,7.84,375.87,613.29,6230.25,48.2,4744.15,212.56,13.75,25.23,Oil Residue,88.14,95.12,75.55,53.46,3.54,80.81,39.11,30.32,359.3,64.68,44.81,1442347.04,Thermal Insulation Boards,Very High,GreenBuild Gujarat,High,Low Recovery Potential,53.58,23.6,2025-07-24
SEC-205-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,13361.58,8.2,703.31,292.89,5587.9,345.97,7074.59,112.04,69.97,32.04,Chromium,43.96,40.61,48.9,40.66,2.03,65.47,74.98,31.66,134.39,60.03,14.75,3450853.93,Thermal Insulation Boards,Very High,EcoPack India,Medium,Low Recovery Potential,96.78,27.5,2025-07-24
SEC-205-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,3354.27,8.44,1209.24,665.23,4603.69,246.99,1572.11,240.24,37.01,35.58,Oil Residue,55.57,54.41,67.85,64.43,9.98,69.26,64.15,52.58,203.67,45.1,22.56,2056497.18,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,High,Moderately Recoverable,86.92,10.4,2025-07-24
SEC-206-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,814.46,6.35,855.71,384.58,1725.68,208.4,7769.65,71.45,54.56,46.46,Chromium,85.53,77.69,50.6,30.43,8.89,72.91,41.92,90.69,317.25,55.66,24.21,805403.83,Eco Packaging Sheets,Emerging,EcoPack India,Low,Highly Recoverable,76.28,27.6,2025-07-25
SEC-206-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,6083.59,8.02,702.73,698.26,6975.0,192.76,6311.47,85.57,15.58,43.2,Heavy Metals,96.91,92.37,82.29,20.9,5.85,48.18,70.75,70.67,75.96,42.84,26.85,1354312.79,Eco Bricks,High,GreenBuild Gujarat,High,Highly Recoverable,94.63,25.2,2025-07-25
SEC-206-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,14444.31,5.79,1039.58,664.38,4800.37,338.83,4720.02,247.8,41.92,30.05,Low Contamination,97.89,101.35,94.38,33.52,4.75,84.72,49.57,89.13,77.45,74.04,45.58,3837379.69,Thermal Insulation Boards,Medium,EcoPack India,Medium,Highly Recoverable,55.25,7.9,2025-07-25
SEC-207-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,5957.98,8.66,1251.41,382.26,4059.89,304.13,7579.18,434.25,30.9,44.84,Organic Contaminants,86.92,81.01,60.64,31.41,7.72,84.28,54.58,72.7,196.74,59.23,6.03,723011.73,Thermal Insulation Boards,Very High,Reliance Circular Ventures,High,Highly Recoverable,56.25,22.7,2025-07-26
SEC-207-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,8535.93,7.72,1034.01,199.77,2363.44,421.04,989.53,594.6,61.26,28.8,Oil Residue,67.81,74.47,53.27,14.6,6.29,73.63,37.18,85.05,92.89,18.29,43.79,1282170.18,Eco Bricks,Very High,UltraTech EcoBuild,Low,Needs Advanced Treatment,60.89,4.6,2025-07-26
SEC-207-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,11090.46,5.93,1291.29,286.22,2906.23,350.22,2684.25,409.32,18.55,44.42,Low Contamination,49.48,52.92,65.78,38.14,7.07,71.9,34.49,78.62,66.72,23.89,48.91,1000772.44,Compressed Construction Blocks,Very High,UltraTech EcoBuild,Low,Moderately Recoverable,78.1,10.0,2025-07-26
SEC-207-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,1505.47,7.97,234.36,117.62,2312.2,474.98,4089.82,561.26,12.35,45.15,Chromium,57.92,47.38,47.12,17.25,1.96,91.46,50.62,80.25,85.16,38.15,14.18,4246337.44,Industrial Pigments,High,Reliance Circular Ventures,Low,Needs Advanced Treatment,38.29,18.6,2025-07-26
SEC-207-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,6030.66,7.27,1243.86,98.59,5189.59,307.61,2368.35,311.69,2.05,39.78,Heavy Metals,59.59,54.73,38.3,37.01,3.5,67.79,28.67,73.2,355.89,63.07,16.87,2596327.42,Thermal Insulation Boards,Very High,Reliance Circular Ventures,High,Moderately Recoverable,73.62,25.8,2025-07-26
SEC-208-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,10415.01,5.49,642.46,386.17,5818.16,640.0,2707.1,152.44,21.92,52.55,Heavy Metals,62.98,62.98,88.35,53.65,8.79,52.99,42.4,62.93,313.01,59.5,30.36,3596574.61,Acoustic Insulation Panels,High,Reliance Circular Ventures,Medium,Low Recovery Potential,65.11,13.9,2025-07-27
SEC-208-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,13909.06,7.01,351.87,572.62,8472.38,76.05,1673.55,570.93,51.72,57.92,Organic Contaminants,73.97,76.15,72.28,40.8,6.36,86.23,50.88,75.39,328.84,92.14,63.14,3562338.83,Eco Packaging Sheets,Very High,JSW Green Materials,High,Moderately Recoverable,49.84,19.6,2025-07-27
SEC-208-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,5386.73,7.99,352.95,623.49,5666.6,317.53,1311.24,59.64,3.66,41.61,Low Contamination,48.74,49.31,31.5,57.33,5.19,61.15,34.37,65.09,202.84,30.19,13.23,3111802.09,Thermal Insulation Boards,High,JSW Green Materials,Low,Moderately Recoverable,60.7,25.4,2025-07-27
SEC-208-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,13390.76,5.28,1326.94,228.85,7396.4,578.31,1405.36,98.08,35.58,50.22,Organic Contaminants,63.48,64.05,74.61,44.45,4.98,96.55,73.06,31.2,307.48,39.94,50.59,2967826.65,Industrial Pigments,Emerging,GreenBuild Gujarat,High,Moderately Recoverable,65.25,17.1,2025-07-27
SEC-209-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,7294.43,7.82,1176.56,698.93,1289.43,333.32,7555.02,276.15,16.67,33.01,Heavy Metals,80.7,78.68,71.34,28.53,9.98,93.43,61.48,96.47,235.28,85.36,10.25,3004838.16,Thermal Insulation Boards,Very High,GreenBuild Gujarat,Medium,Low Recovery Potential,41.84,5.2,2025-07-28
SEC-209-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,6481.34,6.06,516.74,284.01,1051.08,507.27,6030.86,458.24,19.93,50.05,Low Contamination,82.27,89.35,45.28,13.26,4.12,72.09,67.8,67.85,103.76,26.7,43.78,1129800.33,Eco Bricks,High,EcoPack India,High,Low Recovery Potential,43.79,11.4,2025-07-28
SEC-209-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,11554.13,7.02,161.1,98.99,3072.31,441.18,5444.84,162.92,10.88,47.22,Color Pigments,52.72,55.82,45.43,41.8,4.62,47.29,34.45,85.67,430.8,81.52,16.2,153653.41,Acoustic Insulation Panels,Emerging,EcoPack India,High,Needs Advanced Treatment,46.19,25.0,2025-07-28
SEC-210-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,7908.29,7.69,1389.42,128.17,1378.73,556.58,4242.3,95.7,26.81,28.65,Color Pigments,73.05,71.55,35.31,42.98,2.87,96.72,39.06,52.82,130.81,69.17,10.14,1278519.0,Industrial Pigments,Emerging,EcoPack India,Medium,Highly Recoverable,84.01,22.8,2025-07-29
SEC-210-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,11644.27,5.27,1372.76,613.6,4769.84,91.9,491.98,316.27,58.76,29.2,Oil Residue,77.2,71.98,76.05,24.87,7.8,68.68,18.77,96.31,177.82,86.68,56.73,2156568.38,Thermal Insulation Boards,Very High,Reliance Circular Ventures,Medium,Highly Recoverable,74.94,16.4,2025-07-29
SEC-210-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,8338.01,5.38,378.23,315.3,5822.21,70.99,4300.39,131.23,53.37,29.49,Color Pigments,81.62,74.96,57.03,23.75,3.25,78.98,43.0,46.8,318.76,94.27,42.84,1960015.54,Compressed Construction Blocks,Very High,UltraTech EcoBuild,High,Highly Recoverable,64.22,21.6,2025-07-29
SEC-211-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,2290.42,5.96,339.55,86.68,7811.17,629.41,3068.05,158.07,57.98,27.28,Organic Contaminants,78.73,64.24,68.8,11.09,8.71,66.09,56.9,81.07,92.89,47.37,16.05,3631134.38,Eco Bricks,Very High,JSW Green Materials,High,Moderately Recoverable,95.87,4.1,2025-07-30
SEC-211-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,9522.43,6.33,1211.82,498.01,5753.68,232.46,970.85,541.16,28.53,53.57,Oil Residue,85.72,90.98,30.83,37.85,2.19,56.59,71.49,85.51,88.7,68.35,64.29,460115.27,Eco Bricks,High,UltraTech EcoBuild,Medium,Highly Recoverable,49.86,22.8,2025-07-30
SEC-211-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,14911.13,7.93,539.05,75.92,7231.1,112.92,7156.01,22.3,45.89,42.32,Low Contamination,40.9,37.99,37.9,60.33,4.82,47.04,20.5,71.6,342.8,51.3,47.99,3114149.56,Eco Packaging Sheets,High,Reliance Circular Ventures,Medium,Low Recovery Potential,81.09,28.0,2025-07-30
SEC-212-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,9033.38,5.99,315.47,592.58,5046.79,553.65,7904.81,347.03,53.62,52.03,Heavy Metals,41.25,40.49,42.9,57.61,5.37,47.24,32.94,50.72,177.97,93.8,40.47,3419547.71,Acoustic Insulation Panels,Very High,JSW Green Materials,Medium,Moderately Recoverable,72.82,21.7,2025-07-31
SEC-212-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,4831.82,5.27,631.96,151.48,6584.59,627.66,7456.99,315.19,41.11,53.48,Chromium,56.88,54.89,60.34,35.14,1.35,79.26,13.86,52.28,428.81,33.42,53.34,3523757.66,Acoustic Insulation Panels,Very High,JSW Green Materials,Low,Highly Recoverable,80.76,23.3,2025-07-31
SEC-212-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,2479.63,7.35,354.02,428.1,8345.79,354.28,1949.16,232.67,64.54,37.11,Heavy Metals,94.7,82.42,91.01,38.48,7.98,46.41,24.9,65.83,265.77,55.72,60.36,4152388.07,Compressed Construction Blocks,Very High,JSW Green Materials,High,Needs Advanced Treatment,65.79,10.9,2025-07-31
SEC-213-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,7848.77,8.6,1127.19,39.51,3967.79,104.16,730.99,365.43,55.75,39.74,Color Pigments,51.69,47.83,48.13,51.55,1.13,47.45,12.93,34.79,324.98,60.89,50.68,677630.27,Compressed Construction Blocks,High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,88.25,20.3,2025-08-01
SEC-213-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,11368.65,5.73,633.91,625.77,4633.8,489.15,7633.09,84.82,22.1,44.23,Oil Residue,53.29,50.13,61.09,51.96,8.32,81.27,62.45,36.71,423.22,22.94,43.9,3071366.58,Acoustic Insulation Panels,Emerging,EcoPack India,High,Highly Recoverable,95.38,18.3,2025-08-01
SEC-213-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,10991.84,6.09,1359.89,510.38,4940.51,369.13,5772.04,288.1,44.4,46.81,Color Pigments,84.2,86.82,36.02,31.45,2.86,64.51,65.1,76.21,183.4,89.08,16.83,3562907.78,Thermal Insulation Boards,Very High,EcoPack India,Medium,Highly Recoverable,89.39,16.2,2025-08-01
SEC-213-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,8832.68,8.33,267.3,473.64,6690.2,330.61,3172.69,345.34,50.3,55.29,Color Pigments,96.18,106.92,83.3,53.82,1.96,62.02,43.22,55.18,23.68,86.11,23.89,1780869.33,Eco Packaging Sheets,Emerging,Reliance Circular Ventures,High,Needs Advanced Treatment,52.57,18.6,2025-08-01
SEC-214-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,4863.05,5.97,1138.84,611.3,4323.24,526.28,2376.8,306.34,40.1,42.75,Chromium,84.38,80.68,42.0,11.14,9.35,53.27,58.76,34.95,15.42,60.0,54.69,2274900.54,Industrial Pigments,High,JSW Green Materials,High,Low Recovery Potential,44.56,22.0,2025-08-02
SEC-214-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,10635.81,5.26,759.03,158.52,1167.59,144.74,5525.73,256.48,20.98,42.1,Color Pigments,86.8,91.89,90.61,64.3,1.63,91.97,26.32,86.09,266.82,26.05,17.6,3794997.8,Eco Bricks,Emerging,GreenBuild Gujarat,Low,Moderately Recoverable,37.09,5.6,2025-08-02
SEC-214-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,13002.0,7.5,264.66,382.19,1780.55,462.3,7697.3,506.26,12.6,39.89,Low Contamination,42.88,36.95,81.46,23.33,3.08,75.85,76.85,42.24,379.05,18.47,64.79,2950818.33,Thermal Insulation Boards,Medium,Reliance Circular Ventures,High,Needs Advanced Treatment,73.83,25.9,2025-08-02
SEC-214-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,1060.6,6.78,366.41,234.17,2633.21,62.11,5800.4,288.1,18.04,55.4,Chromium,86.75,80.37,83.43,53.46,8.33,47.99,51.89,92.07,40.95,89.66,5.89,2111575.78,Eco Packaging Sheets,Medium,EcoPack India,Medium,Highly Recoverable,78.38,10.2,2025-08-02
SEC-215-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,8972.9,5.87,748.85,356.68,1197.38,648.37,2094.62,545.94,39.37,51.12,Heavy Metals,86.46,87.37,72.73,44.89,4.57,48.06,56.76,63.75,253.03,81.27,40.33,2375748.14,Industrial Pigments,High,UltraTech EcoBuild,Low,Low Recovery Potential,47.83,8.4,2025-08-03
SEC-215-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,1447.76,6.82,770.07,231.68,4909.79,198.04,6192.34,308.45,6.28,53.01,Organic Contaminants,85.25,80.07,26.55,37.94,6.82,68.48,41.03,84.02,231.64,40.47,9.79,525273.42,Eco Packaging Sheets,Medium,Reliance Circular Ventures,Low,Moderately Recoverable,93.79,9.1,2025-08-03
SEC-216-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,11259.39,8.64,1217.79,40.67,2501.12,498.98,4786.76,373.71,34.84,57.68,Color Pigments,87.68,70.39,30.52,32.91,5.21,51.41,41.65,70.61,308.36,86.02,63.15,2412433.02,Thermal Insulation Boards,Medium,EcoPack India,Low,Highly Recoverable,38.89,15.7,2025-08-04
SEC-216-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,14707.62,7.35,582.78,268.6,8017.24,310.38,4137.89,91.73,44.39,46.19,Organic Contaminants,51.89,51.38,66.05,59.97,3.31,87.31,21.24,72.35,391.59,25.66,26.18,3628235.16,Compressed Construction Blocks,High,JSW Green Materials,Low,Low Recovery Potential,77.9,29.3,2025-08-04
SEC-216-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,9566.96,6.31,475.12,311.93,8060.73,373.6,8214.94,100.12,5.85,29.35,Heavy Metals,69.05,67.3,25.68,41.78,3.7,68.62,43.62,42.94,80.55,16.44,16.64,2917840.8,Industrial Pigments,Emerging,JSW Green Materials,Medium,Highly Recoverable,83.41,25.2,2025-08-04
SEC-216-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,13141.65,7.73,684.54,572.47,5134.62,216.32,7818.8,120.15,12.0,33.81,Color Pigments,96.79,90.5,86.18,12.57,9.01,95.54,73.84,34.31,271.2,39.86,5.99,2657671.87,Compressed Construction Blocks,High,EcoPack India,Low,Needs Advanced Treatment,86.79,28.0,2025-08-04
SEC-217-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,2244.49,5.84,1103.47,618.37,4976.46,158.55,2051.42,558.81,5.69,42.48,Color Pigments,92.66,91.26,54.88,43.6,2.0,48.03,27.15,36.64,398.62,34.64,39.39,3761533.9,Industrial Pigments,Very High,UltraTech EcoBuild,Low,Highly Recoverable,45.85,13.6,2025-08-05
SEC-217-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,12363.16,7.62,578.43,330.68,3176.45,250.89,3331.24,131.52,4.91,45.39,Organic Contaminants,94.07,103.36,91.9,54.52,6.52,77.37,73.74,83.9,202.63,53.92,33.71,1924272.19,Eco Bricks,Emerging,UltraTech EcoBuild,High,Low Recovery Potential,61.39,6.9,2025-08-05
SEC-217-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,6131.73,5.46,665.16,76.64,3466.62,537.82,6440.82,25.73,19.35,35.73,Heavy Metals,82.84,89.66,92.91,43.73,6.0,95.32,44.03,69.93,322.49,74.27,26.34,2326146.39,Compressed Construction Blocks,Emerging,GreenBuild Gujarat,Medium,Highly Recoverable,49.43,14.3,2025-08-05
SEC-217-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,3168.94,6.6,1333.2,423.15,4481.08,327.24,4364.6,593.19,14.45,52.85,Organic Contaminants,68.93,70.71,80.07,44.58,9.6,66.32,54.9,31.44,112.14,92.33,53.83,2435703.43,Eco Bricks,Medium,GreenBuild Gujarat,High,Low Recovery Potential,37.68,16.0,2025-08-05
SEC-217-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,1021.89,6.3,181.66,193.97,8069.68,385.48,8225.41,59.91,22.19,57.88,Oil Residue,50.88,44.72,94.24,61.19,1.64,73.27,25.05,55.76,404.39,90.64,41.0,1955426.77,Acoustic Insulation Panels,High,Reliance Circular Ventures,High,Highly Recoverable,70.98,20.1,2025-08-05
SEC-218-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,3988.54,5.63,669.85,393.46,6359.51,146.3,7755.32,21.08,10.18,50.97,Organic Contaminants,78.34,73.04,67.93,21.35,1.05,63.73,46.82,90.67,292.79,22.92,35.88,3266486.81,Eco Packaging Sheets,Very High,GreenBuild Gujarat,Low,Moderately Recoverable,46.06,7.9,2025-08-06
SEC-218-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,6992.99,8.59,125.65,109.76,5836.12,86.52,2813.79,97.96,30.06,37.83,Heavy Metals,97.35,84.6,86.26,48.87,2.89,89.11,78.15,89.58,292.48,46.92,64.24,2822949.87,Eco Bricks,Very High,GreenBuild Gujarat,Medium,Low Recovery Potential,91.27,17.9,2025-08-06
SEC-219-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,5282.36,6.44,544.41,187.1,573.2,334.91,3343.39,193.17,32.79,31.6,Chromium,58.97,54.7,72.53,61.53,9.57,70.41,61.77,41.52,88.3,37.19,40.44,2056696.06,Eco Packaging Sheets,Very High,UltraTech EcoBuild,High,Moderately Recoverable,71.73,7.9,2025-08-07
SEC-219-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,3467.14,5.87,859.98,389.29,5111.84,476.9,6291.89,453.79,22.08,54.09,Low Contamination,53.47,46.69,92.02,58.02,1.35,54.44,79.54,63.09,296.68,52.16,62.66,3015319.51,Thermal Insulation Boards,Emerging,JSW Green Materials,High,Needs Advanced Treatment,56.42,22.9,2025-08-07
SEC-219-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,7311.54,7.2,1347.14,693.1,4155.3,486.76,1229.48,398.18,36.8,47.69,Oil Residue,49.7,52.34,27.37,64.65,9.28,59.2,36.62,45.53,122.36,42.06,30.53,2998098.91,Compressed Construction Blocks,Very High,EcoPack India,Medium,Low Recovery Potential,80.39,16.9,2025-08-07
SEC-219-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,8629.07,6.67,215.89,513.21,6154.63,166.73,3136.34,479.95,54.87,53.24,Low Contamination,67.9,73.05,45.22,61.55,6.67,49.73,70.24,57.34,341.32,86.93,57.23,1328348.48,Industrial Pigments,Medium,JSW Green Materials,Low,Low Recovery Potential,50.73,9.4,2025-08-07
SEC-219-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,5353.98,5.28,714.63,663.84,1629.17,260.4,4867.05,398.18,30.54,52.44,Organic Contaminants,91.05,96.03,86.94,33.12,8.14,93.2,24.33,76.77,311.14,30.52,8.99,479453.83,Compressed Construction Blocks,High,EcoPack India,Low,Needs Advanced Treatment,42.57,5.2,2025-08-07
