batch_id,factory_name,country,city,industry_type,waste_type,quantity_kg,material_category,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
RWX-104958,Lee-Ward,UAE,Ho Chi Minh City,Metal Processing,Mixed Industrial Waste,8309.1,Chemical,Microplastics,7.74,1156.56,328.68,6095.03,401.36,9291.84,651.64,62.07,23.52,85.92,75.92,49.48,23.05,3.83,40.89,38.89,75.19,124.97,47.69,56.01,2381671.14,Circular Fashion Fibers,Medium,Reliance Circular Ventures,Low,Highly Recoverable,34.67,40.5,2024-05-23
RWX-104959,"Cox, Martin and Larsen",Indonesia,Ho Chi Minh City,Industrial Dyeing,Fly Ash,1119.75,Metal,Microplastics,5.4,983.77,556.73,10627.09,804.65,9323.9,692.07,31.45,27.51,84.08,81.77,27.18,31.53,8.55,91.23,27.83,72.0,752.84,66.04,22.19,3659309.48,Recycled Plastic Lumber,Emerging,GreenBuild International,Medium,Low Recovery Potential,31.95,30.0,2023-09-21
RWX-104960,Ganguly LLC,India,Mumbai,Synthetic Fiber Plant,Printing Dye Sludge,11358.06,Polymer,Chromium,9.27,266.01,784.22,11482.2,598.75,2691.54,386.15,11.45,38.0,58.8,50.11,32.85,50.36,1.75,61.28,19.8,46.33,838.63,77.66,26.23,8476167.67,Eco Packaging,Medium,JSW Green Materials,High,Moderately Recoverable,90.95,15.0,2024-11-15
RWX-104961,Brown-Miller,UK,Berlin,Synthetic Fiber Plant,Fabric Scraps,24338.82,Mixed,Color Pigments,4.69,1270.19,173.56,9009.93,358.25,8459.16,321.62,2.71,53.12,71.82,63.79,45.08,70.29,5.39,86.88,28.89,53.73,799.06,96.55,7.86,5885642.37,Compressed Construction Blocks,Medium,EcoPack Solutions,Medium,Low Recovery Potential,82.13,14.6,2025-04-25
RWX-104962,Campbell-Barr,China,Jakarta,Industrial Dyeing,Polyester Fiber Waste,14010.78,Polymer,Lead,8.29,507.47,341.32,629.99,426.35,4333.94,684.54,59.94,28.85,42.43,47.96,93.32,57.88,9.71,52.41,41.41,86.37,434.66,83.4,20.09,9298464.6,Composite Wall Panels,Medium,Reliance Circular Ventures,High,Low Recovery Potential,78.8,45.0,2026-04-21
RWX-104963,Khanna-Tank,India,Jaipur,Paper Manufacturing,Printing Dye Sludge,6658.18,Mixed,Heavy Metals,6.26,243.39,230.27,10489.65,768.11,1175.1,446.77,3.43,38.08,97.11,88.42,83.89,27.71,7.18,93.63,50.63,49.18,373.26,68.43,69.08,2038788.37,Industrial Absorbent Pads,High,Tata Sustainable Materials,High,Low Recovery Potential,93.46,18.9,2022-06-22
RWX-104964,Jaggi PLC,India,Coimbatore,Metal Processing,Chemical Effluent,22510.95,Metal,Oil Residue,7.03,679.22,809.76,9858.89,876.34,3414.04,156.64,12.4,41.36,86.38,94.92,74.16,7.95,9.22,80.56,29.65,80.72,973.76,56.28,29.05,7321549.12,Sustainable Ceiling Tiles,High,Asian Paints Eco Division,High,Highly Recoverable,35.92,15.5,2025-07-01
RWX-104965,"Saxena, Dash and Madan",India,Kanpur,Chemical Processing,Sludge,23128.97,Metal,Oil Residue,4.47,225.05,719.87,9750.66,311.45,6816.67,518.7,58.97,32.9,39.67,29.99,88.05,32.94,3.61,82.15,53.95,65.32,813.75,84.96,48.65,5520819.47,Industrial Absorbent Pads,Medium,CircularTex Global,Medium,Low Recovery Potential,60.81,14.3,2024-01-28
RWX-104966,"Morgan, Allen and Stewart",Vietnam,Dubai,Synthetic Fiber Plant,Mixed Industrial Waste,24800.4,Chemical,Low Contamination,4.45,1074.99,629.91,2520.37,470.03,7324.05,733.69,17.98,50.37,28.9,21.05,32.7,55.93,6.8,69.12,51.52,30.97,156.82,67.97,9.39,9044683.19,Circular Fashion Fibers,High,GreenBuild International,Medium,Moderately Recoverable,31.6,19.7,2022-07-10
RWX-104967,Khatri-Sagar,India,Kanpur,Industrial Dyeing,Sludge,6038.78,Polymer,Sulfide,4.36,1122.67,256.31,10072.73,554.57,9923.18,264.62,25.23,21.97,22.68,18.57,96.69,70.16,2.23,63.25,80.1,57.88,351.84,10.27,23.61,2240412.07,Industrial Absorbent Pads,Emerging,UltraTech EcoBuild,High,Needs Advanced Treatment,76.72,47.0,2023-02-24
RWX-104968,Desai Ltd,India,Coimbatore,Paper Manufacturing,Fly Ash,23334.72,Polymer,Chromium,5.62,240.58,153.66,2032.94,135.46,2034.63,64.31,60.47,61.22,37.7,36.71,90.47,57.4,1.64,75.34,10.48,31.26,954.16,66.19,41.37,4345744.37,Thermal Insulation Boards,Medium,Tata Sustainable Materials,High,Moderately Recoverable,46.32,7.7,2023-05-10
RWX-104969,Allen-Matthews,USA,Tokyo,Textile Manufacturing,Textile Dye Waste,24806.13,Metal,Color Pigments,5.18,507.78,348.74,9808.55,714.31,9528.25,200.12,1.69,47.76,72.56,80.89,34.41,36.29,3.78,85.43,65.45,49.84,124.93,16.01,42.22,908884.93,Thermal Insulation Boards,Very High,UltraTech EcoBuild,Medium,Moderately Recoverable,60.66,46.6,2024-05-29
RWX-104970,Hunt and Sons,Vietnam,Ho Chi Minh City,Paper Manufacturing,Chemical Effluent,20703.18,Mixed,Organic Contaminants,9.46,1753.13,686.24,6560.72,593.02,6825.41,683.25,39.73,58.88,58.93,56.82,42.68,30.0,4.08,39.57,41.13,55.19,254.84,38.47,30.01,1978825.66,Eco Packaging,Emerging,Mahindra Sustainable Solutions,High,Highly Recoverable,76.8,37.6,2024-12-22
RWX-104971,"Gomez, Taylor and Edwards",UK,New York,Plastic Recycling,Fly Ash,23487.1,Metal,Organic Contaminants,9.67,1222.93,217.36,5803.71,528.86,4977.43,484.61,57.47,41.57,67.51,55.71,22.43,80.52,9.54,87.7,30.51,97.98,230.46,52.34,61.92,3042073.16,Industrial Absorbent Pads,Emerging,Mahindra Sustainable Solutions,High,Moderately Recoverable,58.24,45.1,2023-11-07
RWX-104972,"Perry, Garcia and Jones",South Korea,Shanghai,Synthetic Fiber Plant,Mixed Industrial Waste,21712.41,Textile,Low Contamination,5.84,1594.7,211.99,4126.57,277.43,6746.31,585.45,39.74,50.83,67.9,48.1,23.79,38.7,5.23,41.04,19.43,46.07,370.67,62.5,20.81,3242978.03,Sustainable Ceiling Tiles,High,JSW Green Materials,High,Highly Recoverable,93.61,41.4,2024-03-03
RWX-104973,Dara-Batra,India,Ahmedabad,Industrial Dyeing,Fly Ash,4340.05,Metal,Lead,8.76,1441.87,853.64,2589.69,637.89,6280.6,428.56,22.26,56.97,46.56,51.11,34.64,77.21,4.12,95.48,13.47,87.06,654.2,78.73,41.97,4573727.37,Sustainable Ceiling Tiles,Medium,CircularTex Global,Low,Needs Advanced Treatment,40.62,40.9,2023-06-21
RWX-104974,Bail LLC,India,Surat,Chemical Processing,Fly Ash,21794.83,Mixed,Low Contamination,6.3,769.68,639.38,11764.13,407.54,3173.54,507.12,52.75,30.9,56.33,61.52,75.67,48.48,2.75,89.13,53.32,46.33,632.98,66.26,61.2,2024919.81,Thermal Insulation Boards,Medium,RenewLoop Manufacturing,Medium,Highly Recoverable,79.75,5.8,2022-08-23
RWX-104975,Baker Inc,Germany,Dhaka,Construction Materials,Polyester Fiber Waste,18314.71,Metal,Color Pigments,6.22,1481.79,393.16,8058.84,46.75,9207.44,196.25,63.43,54.75,46.13,41.17,57.21,20.04,5.83,84.99,70.93,69.82,621.85,31.51,57.4,2405035.16,Composite Wall Panels,Very High,Tata Sustainable Materials,High,Highly Recoverable,69.8,4.0,2024-11-15
RWX-104976,"Baria, Gulati and Suri",India,Jaipur,Plastic Recycling,Mixed Industrial Waste,24608.38,Mixed,Sulfide,8.9,1216.49,790.51,3039.65,245.96,329.3,96.18,26.64,35.4,77.12,55.09,82.58,21.51,4.43,96.39,90.63,34.37,90.44,14.12,13.25,7220125.59,Eco Packaging,Medium,Mahindra Sustainable Solutions,Medium,Moderately Recoverable,83.57,13.4,2024-08-20
RWX-104977,Reed-Hernandez,South Korea,New York,Construction Materials,Industrial Wastewater,236.62,Textile,Sulfide,5.78,599.39,157.0,7837.47,850.99,6863.54,545.49,78.78,21.6,45.72,35.45,39.96,22.52,2.66,90.3,10.3,42.09,271.53,79.14,41.23,1896676.11,Eco Concrete Additives,Medium,Reliance Circular Ventures,Low,Highly Recoverable,68.06,25.7,2024-11-17
RWX-104978,Garcia LLC,Vietnam,Istanbul,Construction Materials,Industrial Wastewater,17751.69,Metal,Color Pigments,4.29,1461.01,390.01,8816.81,706.34,9670.69,640.25,65.46,25.93,65.62,47.97,42.99,16.01,9.13,61.09,71.69,70.48,443.72,19.88,49.27,2047793.99,Thermal Insulation Boards,High,EcoPack Solutions,High,Needs Advanced Treatment,57.4,12.1,2023-09-17
RWX-104979,Lad-Chad,India,Tiruppur,Synthetic Fiber Plant,Synthetic Residue,6932.29,Chemical,High TDS,9.33,981.77,355.37,8299.17,734.76,4891.89,314.41,51.07,48.67,40.98,30.86,65.63,39.8,3.45,64.01,59.5,90.36,710.28,34.56,23.25,4266946.42,Composite Wall Panels,High,RenewLoop Manufacturing,Medium,Needs Advanced Treatment,72.32,33.2,2023-02-18
RWX-104980,Dubey-Wadhwa,India,Ludhiana,Plastic Recycling,Mixed Industrial Waste,4210.66,Chemical,Low Contamination,7.41,959.33,672.86,7443.0,187.61,8827.76,605.19,18.48,37.21,94.84,100.77,41.9,33.34,2.76,35.66,56.7,78.34,380.91,37.12,55.74,7366461.61,Compressed Construction Blocks,High,RenewLoop Manufacturing,Medium,Highly Recoverable,74.3,21.2,2023-01-25
RWX-104981,Moore-Gibson,South Korea,Berlin,Paper Manufacturing,Textile Dye Waste,22307.82,Organic,Oil Residue,4.21,1062.52,774.99,3480.11,749.9,3039.06,180.54,34.72,24.73,26.03,18.75,35.32,77.71,3.86,56.43,11.87,86.34,408.29,14.62,41.32,3103158.24,Eco Packaging,Medium,RenewLoop Manufacturing,High,Highly Recoverable,53.08,29.4,2025-05-23
RWX-104982,Saraf LLC,India,Kanpur,Leather Processing,Synthetic Residue,5577.66,Metal,Organic Contaminants,4.09,489.47,301.3,11927.23,310.74,195.68,3.81,51.39,35.81,73.86,65.17,45.67,36.94,7.84,75.17,62.57,45.32,576.74,61.46,35.27,5838626.34,Recycled Plastic Lumber,Medium,RenewLoop Manufacturing,High,Highly Recoverable,70.3,9.5,2023-10-21
RWX-104983,Kelley-Garza,South Korea,Bangkok,Synthetic Fiber Plant,Polyester Fiber Waste,20289.02,Chemical,Microplastics,5.05,283.77,671.15,1343.36,147.5,8772.42,429.54,58.17,59.35,57.78,41.32,75.7,48.34,8.22,88.37,74.27,57.33,14.25,81.58,20.18,7317900.52,Recycled Plastic Lumber,Medium,GreenBuild International,Medium,Needs Advanced Treatment,43.78,19.9,2026-01-28
RWX-104984,Toor-Dash,India,Ahmedabad,Industrial Dyeing,Synthetic Residue,1802.29,Textile,Heavy Metals,5.82,384.99,869.25,8853.85,77.2,7063.91,352.97,45.26,55.79,77.83,79.44,52.52,61.39,3.39,42.43,86.54,92.78,789.55,80.46,57.53,2620147.3,Sustainable Ceiling Tiles,Very High,UltraTech EcoBuild,Low,Low Recovery Potential,62.7,25.7,2024-12-29
RWX-104985,Garg-Sarin,India,Ludhiana,Garment Processing,Synthetic Residue,21784.2,Metal,Sulfide,5.09,240.39,720.81,7669.62,358.68,5388.7,154.17,24.32,54.44,28.49,24.97,67.21,13.46,6.81,41.0,39.77,84.46,165.89,41.6,59.11,9580265.46,Compressed Construction Blocks,Emerging,CircularTex Global,Medium,Highly Recoverable,72.05,26.9,2023-09-07
RWX-104986,Gour-Mandal,India,Ludhiana,Garment Processing,Printing Dye Sludge,21335.76,Organic,Color Pigments,8.05,727.51,525.53,4080.99,356.7,7944.58,423.4,71.18,42.11,96.59,97.38,59.63,70.39,3.41,41.67,49.96,88.7,749.64,52.9,17.02,9160406.4,Industrial Absorbent Pads,Very High,Reliance Circular Ventures,High,Moderately Recoverable,70.91,22.1,2024-03-28
RWX-104987,"Handa, Khosla and Chand",India,Kanpur,Construction Materials,Sludge,7817.7,Organic,Heavy Metals,7.22,1527.41,159.34,5373.76,857.93,6352.27,323.92,1.26,29.78,72.94,81.35,32.74,14.4,7.74,52.4,57.48,28.49,640.27,78.58,61.6,4782067.18,Compressed Construction Blocks,Emerging,Asian Paints Eco Division,Low,Low Recovery Potential,41.27,29.6,2023-08-22
RWX-104988,Shukla-Jaggi,India,Ahmedabad,Garment Processing,Synthetic Residue,12418.45,Polymer,Chromium,4.96,67.2,855.23,4371.7,371.66,981.58,19.43,49.35,37.04,38.25,39.2,87.97,71.54,6.85,94.69,12.31,96.01,476.3,36.76,31.49,7920783.58,Thermal Insulation Boards,Medium,EcoPack Solutions,Low,Low Recovery Potential,83.1,28.5,2023-04-27
RWX-104989,"Dayal, Hayer and Agarwal",India,Ludhiana,Leather Processing,Fabric Scraps,629.15,Polymer,Chromium,9.2,1624.92,443.58,11087.25,630.82,3936.03,570.94,18.84,54.43,76.01,84.61,83.95,76.72,3.36,64.59,43.19,58.02,140.23,82.52,24.99,2510050.24,Industrial Absorbent Pads,Medium,Asian Paints Eco Division,Medium,Low Recovery Potential,85.15,5.4,2025-10-25
RWX-104990,Wu Ltd,Bangladesh,Shanghai,Construction Materials,Sludge,17193.22,Polymer,Heavy Metals,6.55,1117.29,836.91,1600.04,693.58,8228.66,305.55,58.63,20.37,52.79,59.16,54.98,19.79,7.87,42.78,93.01,29.24,689.89,14.84,27.93,7597831.72,Recycled Plastic Lumber,Medium,EcoPack Solutions,Low,Needs Advanced Treatment,43.26,7.2,2025-03-31
RWX-104991,Sood Group,India,Surat,Construction Materials,Printing Dye Sludge,8614.67,Mixed,Microplastics,6.24,1322.83,415.91,901.23,720.22,2325.58,62.08,15.8,21.48,38.5,27.45,24.62,35.87,4.93,61.98,42.1,78.52,327.27,77.11,21.66,1805134.1,Compressed Construction Blocks,High,Reliance Circular Ventures,High,Moderately Recoverable,39.82,42.5,2024-11-30
RWX-104992,"Kashyap, Dara and Ahuja",India,Mumbai,Industrial Dyeing,Mixed Industrial Waste,13649.08,Metal,High TDS,6.94,817.46,126.37,2209.79,709.65,6446.12,171.96,62.46,31.02,97.07,71.53,92.17,73.32,1.48,54.36,91.15,89.01,306.72,41.34,14.37,3134647.34,Compressed Construction Blocks,High,GreenBuild International,Low,Highly Recoverable,37.48,21.9,2023-02-27
RWX-104993,Deshpande Inc,India,Kanpur,Metal Processing,Polyester Fiber Waste,6366.1,Organic,Organic Contaminants,4.52,474.09,848.61,11725.25,429.61,205.74,639.59,30.74,57.11,44.13,45.52,67.32,17.02,2.6,62.52,51.09,71.75,100.7,78.74,13.12,6621802.66,Industrial Absorbent Pads,Very High,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,54.74,38.2,2023-06-03
RWX-104994,"Yoder, Becker and Lloyd",UK,Manchester,Metal Processing,Textile Dye Waste,13269.1,Polymer,Low Contamination,6.2,1765.97,107.36,3414.84,846.54,552.33,526.65,63.81,45.63,66.48,75.59,97.35,7.02,9.58,43.5,31.91,64.88,391.08,72.24,26.2,4513160.8,Industrial Pigments,Emerging,CircularTex Global,High,Moderately Recoverable,98.39,17.3,2022-12-26
RWX-104995,Dhingra Ltd,India,Surat,Leather Processing,Mixed Industrial Waste,4658.84,Mixed,Lead,6.91,372.9,419.37,5156.92,483.89,1782.4,631.54,22.84,34.79,79.55,56.85,88.29,84.9,3.81,84.7,14.55,60.48,695.43,48.46,26.24,81400.92,Eco Concrete Additives,Medium,JSW Green Materials,Medium,Highly Recoverable,34.57,34.0,2022-10-26
RWX-104996,"Wali, Mane and Bhardwaj",India,Jaipur,Synthetic Fiber Plant,Polyester Fiber Waste,6369.89,Organic,Low Contamination,5.53,1327.49,197.21,7827.49,202.28,2165.49,77.12,1.55,34.9,69.15,48.81,78.57,13.02,4.45,89.16,70.83,73.54,567.69,85.25,43.82,876191.99,Composite Wall Panels,High,GreenBuild International,Low,Needs Advanced Treatment,96.99,19.2,2022-11-29
RWX-104997,Hamilton-Carter,UK,Dubai,Leather Processing,Fly Ash,8348.44,Polymer,Lead,7.06,149.99,898.91,9861.19,302.45,713.5,572.79,33.06,47.41,57.4,42.03,55.78,14.93,7.01,43.33,47.86,94.36,256.87,76.73,10.66,8541649.76,Compressed Construction Blocks,Medium,Tata Sustainable Materials,High,Highly Recoverable,62.51,35.5,2022-12-12
RWX-104998,Som-Ratti,India,Pune,Leather Processing,Printing Dye Sludge,18993.45,Organic,High TDS,7.63,775.22,389.51,9459.94,49.86,1086.54,209.73,26.83,39.03,40.32,32.14,66.41,28.33,3.52,74.75,42.19,87.86,426.72,62.5,14.31,7002689.38,Circular Fashion Fibers,Medium,Tata Sustainable Materials,High,Moderately Recoverable,86.93,6.6,2023-10-23
RWX-104999,Chand LLC,India,Tiruppur,Metal Processing,Polyester Fiber Waste,9609.42,Polymer,Microplastics,5.12,263.12,197.16,2782.01,394.76,3470.48,100.78,42.14,23.3,28.47,29.18,33.51,44.89,5.64,52.57,26.64,68.68,156.32,41.82,69.35,2667585.49,Circular Fashion Fibers,Medium,JSW Green Materials,High,Needs Advanced Treatment,73.99,10.1,2025-05-06
RWX-105000,Chaudry-Kara,India,Coimbatore,Industrial Dyeing,Fly Ash,1513.58,Polymer,Heavy Metals,7.99,1011.97,42.49,230.17,710.53,8168.33,130.23,57.42,60.27,86.04,79.17,54.66,74.49,5.69,82.55,22.86,54.83,974.15,74.52,31.21,3683128.34,Eco Concrete Additives,Emerging,JSW Green Materials,High,Low Recovery Potential,30.63,21.4,2023-05-15
RWX-105001,Kibe Group,India,Kanpur,Garment Processing,Mixed Industrial Waste,2524.13,Organic,Sulfide,9.83,402.32,182.38,4600.24,37.27,1128.57,582.56,5.27,27.72,62.37,66.11,15.67,51.07,6.58,45.67,10.4,97.03,706.77,60.63,57.64,6659273.26,Eco Concrete Additives,Medium,CircularTex Global,High,Moderately Recoverable,31.62,41.4,2026-02-17
RWX-105002,Anderson LLC,Japan,Tokyo,Synthetic Fiber Plant,Fly Ash,7524.59,Polymer,Low Contamination,7.03,900.17,370.42,7725.68,195.61,6030.67,164.65,9.27,64.58,27.68,23.94,75.6,65.43,4.12,98.15,93.32,90.14,979.48,76.24,64.05,982743.36,Industrial Pigments,Very High,GreenBuild International,Low,Needs Advanced Treatment,46.57,7.0,2023-05-15
RWX-105003,Vig Inc,India,Ahmedabad,Plastic Recycling,Mixed Industrial Waste,15074.42,Chemical,Oil Residue,5.21,703.52,520.3,4717.98,46.39,3037.13,172.57,24.1,24.0,52.42,39.93,68.59,21.99,5.62,42.75,78.11,63.92,905.12,56.68,34.42,3886545.57,Composite Wall Panels,High,CircularTex Global,Medium,Needs Advanced Treatment,39.47,9.4,2023-06-08
RWX-105004,King-Stark,South Korea,Jakarta,Leather Processing,Synthetic Residue,7546.88,Organic,Sulfide,9.15,1288.15,543.52,10772.81,76.12,8543.88,634.73,18.48,31.95,32.04,27.34,49.79,74.58,1.51,83.0,26.19,84.23,634.93,70.94,21.16,6708760.02,Eco Concrete Additives,Medium,UltraTech EcoBuild,High,Needs Advanced Treatment,88.37,11.4,2023-03-05
RWX-105005,"Sen, Raval and Chacko",India,Ahmedabad,Plastic Recycling,Fly Ash,8807.09,Organic,Oil Residue,4.44,1731.87,456.53,10695.28,95.93,9398.82,356.54,68.4,27.86,82.17,91.13,36.79,9.72,5.2,76.82,78.82,63.78,557.08,24.83,34.11,2352578.0,Compressed Construction Blocks,Emerging,EcoPack Solutions,High,Moderately Recoverable,66.72,9.7,2022-09-01
RWX-105006,Chavez-Rodriguez,Japan,Ho Chi Minh City,Plastic Recycling,Polyester Fiber Waste,10219.05,Polymer,Sulfide,5.13,392.12,148.34,6299.87,695.23,9988.49,136.15,58.13,58.1,36.67,39.38,76.78,52.93,4.02,39.51,34.31,75.26,937.34,87.92,36.16,5362018.57,Thermal Insulation Boards,Emerging,EcoPack Solutions,Low,Low Recovery Potential,88.65,18.2,2022-05-13
RWX-105007,Dugal Ltd,India,Ahmedabad,Paper Manufacturing,Polyester Fiber Waste,3035.59,Textile,Chromium,4.39,1372.98,734.27,8104.07,499.37,8218.81,367.73,8.15,53.35,44.08,38.49,67.32,67.48,9.75,91.68,26.23,43.65,411.59,84.98,67.04,5869112.16,Composite Wall Panels,Medium,CircularTex Global,High,Low Recovery Potential,54.1,14.4,2025-02-15
RWX-105008,Barad Inc,India,Tiruppur,Textile Manufacturing,Fly Ash,2474.37,Metal,Heavy Metals,5.99,1546.57,868.09,11628.65,246.5,126.84,588.01,47.69,58.19,59.63,52.27,61.36,23.86,4.25,76.48,12.68,66.22,301.36,29.27,59.46,7536256.35,Industrial Pigments,Medium,Tata Sustainable Materials,High,Highly Recoverable,74.38,41.5,2025-11-21
RWX-105009,Lane-Andersen,South Korea,Shanghai,Synthetic Fiber Plant,Fly Ash,20533.2,Organic,Heavy Metals,9.76,1770.44,375.03,3443.6,722.27,5099.64,596.97,62.84,60.8,41.88,41.32,96.47,69.41,7.8,42.16,81.09,85.47,153.37,65.87,53.69,6073007.4,Industrial Pigments,Medium,GreenBuild International,High,Moderately Recoverable,44.2,36.2,2022-06-27
RWX-105010,Saha-Shukla,India,Bengaluru,Construction Materials,Polyester Fiber Waste,13849.58,Organic,Color Pigments,5.58,196.58,427.07,3928.81,126.24,4476.74,22.23,43.79,21.88,54.02,43.67,74.14,44.33,8.06,87.28,64.74,79.85,702.24,77.78,66.7,9073869.27,Compressed Construction Blocks,Very High,JSW Green Materials,Low,Low Recovery Potential,70.44,15.1,2023-05-17
RWX-105011,Hayre Ltd,India,Surat,Garment Processing,Textile Dye Waste,22185.07,Chemical,Oil Residue,8.09,888.81,894.29,11182.19,612.71,9235.01,328.39,24.2,35.92,85.29,85.32,37.6,28.39,9.86,35.87,36.59,74.06,622.78,55.69,11.9,4064422.64,Circular Fashion Fibers,High,RenewLoop Manufacturing,High,Moderately Recoverable,94.97,21.5,2023-10-29
RWX-105012,Sodhi-Mann,India,Coimbatore,Construction Materials,Chemical Effluent,1555.12,Textile,High TDS,4.15,1699.67,760.19,11189.84,632.86,9098.11,434.04,30.54,29.21,70.54,75.77,91.24,40.86,5.66,76.84,87.66,51.29,507.14,44.55,5.84,2370173.63,Eco Concrete Additives,Very High,Asian Paints Eco Division,Medium,Highly Recoverable,47.59,25.6,2023-08-26
RWX-105013,Dickerson LLC,Germany,Bangkok,Construction Materials,Textile Dye Waste,20636.16,Polymer,High TDS,9.04,306.87,839.48,5251.89,154.96,4395.37,367.07,77.47,27.55,66.38,56.51,19.96,48.68,6.2,63.44,70.72,59.0,502.36,33.69,34.66,617004.14,Thermal Insulation Boards,Very High,Tata Sustainable Materials,Medium,Low Recovery Potential,56.81,31.8,2024-01-18
RWX-105014,"Kapadia, Jayaraman and Sen",India,Kanpur,Garment Processing,Sludge,20904.7,Organic,Microplastics,4.83,706.68,586.1,8152.93,704.53,8633.81,471.41,46.68,58.4,66.37,69.78,31.19,6.67,5.48,59.76,49.6,35.09,111.88,75.53,35.49,6249546.2,Eco Concrete Additives,Emerging,CircularTex Global,Low,Needs Advanced Treatment,72.03,34.9,2023-03-16
RWX-105015,Bentley Inc,Bangladesh,Dhaka,Paper Manufacturing,Printing Dye Sludge,8098.2,Mixed,Low Contamination,6.62,289.23,282.26,8298.59,678.45,742.83,761.43,70.47,63.02,53.39,50.37,55.78,30.76,1.33,67.19,31.4,91.24,119.31,59.51,28.11,9255507.18,Industrial Absorbent Pads,Emerging,Reliance Circular Ventures,Medium,Needs Advanced Treatment,42.94,37.4,2024-02-26
RWX-105016,"Velez, Ramos and Nunez",Vietnam,Berlin,Plastic Recycling,Sludge,20443.86,Metal,Color Pigments,4.01,134.62,365.34,6092.73,457.12,3114.28,539.82,78.8,42.05,44.78,35.46,70.64,80.79,1.93,87.17,10.76,71.27,843.13,15.83,60.43,3721292.79,Industrial Pigments,Emerging,UltraTech EcoBuild,High,Needs Advanced Treatment,70.16,13.5,2023-02-07
RWX-105017,"Loyal, Sandhu and Shah",India,Pune,Paper Manufacturing,Textile Dye Waste,18786.27,Organic,Microplastics,7.89,232.53,102.17,8839.49,442.26,8583.5,719.77,79.16,23.23,48.35,34.97,71.42,9.5,1.67,91.22,14.25,53.61,24.3,43.12,42.34,5622891.62,Eco Concrete Additives,Medium,UltraTech EcoBuild,Low,Moderately Recoverable,75.5,34.8,2023-04-04
RWX-105018,White-Jackson,China,Dubai,Garment Processing,Chemical Effluent,630.43,Textile,Heavy Metals,9.65,1589.27,328.73,9898.53,239.72,8781.58,441.74,49.93,41.51,62.08,64.88,67.5,28.85,9.43,77.3,92.22,51.4,784.67,66.32,39.43,6610881.49,Eco Concrete Additives,Medium,JSW Green Materials,Low,Highly Recoverable,94.82,30.5,2024-12-26
RWX-105019,Chakraborty LLC,India,Jaipur,Plastic Recycling,Fabric Scraps,6295.92,Organic,Low Contamination,7.03,1572.82,411.28,5848.52,489.47,8547.94,671.76,2.48,64.79,51.43,39.04,26.39,16.84,3.28,45.59,43.45,72.1,725.6,65.96,52.49,8219990.78,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,87.72,22.0,2023-07-09
RWX-105020,Walker Ltd,UAE,Ho Chi Minh City,Plastic Recycling,Industrial Wastewater,14688.59,Chemical,Heavy Metals,6.32,89.04,220.42,8131.98,852.77,8907.72,150.64,54.8,44.54,39.36,43.79,96.91,67.77,3.16,59.23,37.05,25.28,164.56,76.29,60.67,5201255.03,Eco Concrete Additives,High,Tata Sustainable Materials,High,Needs Advanced Treatment,76.09,38.9,2023-07-05
RWX-105021,Turner Group,USA,Istanbul,Metal Processing,Industrial Wastewater,4115.97,Organic,Color Pigments,6.1,958.87,251.94,5539.88,241.36,8780.61,403.69,14.21,20.71,49.0,48.79,52.49,60.16,4.6,64.02,60.83,92.28,550.66,88.93,51.64,7942011.01,Eco Concrete Additives,High,Reliance Circular Ventures,Medium,Highly Recoverable,67.72,14.1,2024-11-11
RWX-105022,Shukla-Bhandari,India,Coimbatore,Industrial Dyeing,Synthetic Residue,22047.4,Textile,Low Contamination,8.85,1057.53,673.73,6206.01,791.6,635.24,356.26,33.11,18.09,77.51,67.48,75.59,38.72,3.47,78.41,36.59,61.54,699.94,52.98,34.83,9611189.83,Circular Fashion Fibers,High,UltraTech EcoBuild,High,Low Recovery Potential,72.13,36.5,2026-04-30
RWX-105023,Sahota-Sant,India,Panipat,Textile Manufacturing,Chemical Effluent,13909.69,Mixed,Low Contamination,5.5,865.31,47.22,219.08,276.42,2945.34,358.97,20.9,57.52,77.6,74.5,44.44,76.74,7.04,69.38,72.27,26.71,635.55,42.32,63.64,5412335.91,Circular Fashion Fibers,Medium,UltraTech EcoBuild,High,Needs Advanced Treatment,71.27,5.5,2023-10-30
RWX-105024,Kumar-Bajaj,India,Coimbatore,Textile Manufacturing,Chemical Effluent,23093.03,Textile,Lead,6.15,1648.45,809.52,7853.71,55.75,1633.85,485.09,78.51,56.14,46.16,44.96,92.94,25.17,6.58,35.13,61.39,82.9,583.9,26.78,16.22,2811970.82,Acoustic Panels,Medium,GreenBuild International,Medium,Highly Recoverable,80.48,7.5,2024-09-07
